x,y,cluster,term,genes
-3.6369312,4.8304367,Cluster 0,Clathrin-Sculpted Gamma-Aminobutyric Acid Transport Vesicle Membrane (GO:0061202),GAD1 GAD2 HSPA8 RAB3A SLC32A1 SYT1 VAMP2
-3.7538574,3.1323283,Cluster 0,Cytolytic Granule (GO:0044194),GNLY GZMB LAMP1 NKG7 RNF19B STXBP2 ZNF395
-3.7002354,3.0886555,Cluster 0,Primary Lysosome (GO:0005766),AZU1 DEFA4 GNS HEXA HEXB MPO OLFM4 SNAP23 STX3 STX7 STXBP2
-3.7415526,3.4862628,Cluster 0,FNIP-folliculin RagC/D GAP (GO:1990877),FNIP2 LAMTOR1 LAMTOR2 LAMTOR3 LAMTOR4 LAMTOR5 RRAGA RRAGC SLC38A9
-4.058566,3.1091533,Cluster 0,G Protein-Coupled Receptor Dimeric Complex (GO:0038037),GABBR1 GABBR2 GPR156 GRM1 RAMP2 RAMP3
-3.3447874,3.8188677,Cluster 0,GABA-A Receptor Complex (GO:1902711),GABRA2 GABRA3 GABRA4 GABRA5 GABRA6 GABRB1 GABRB2 GABRB3 GABRD GABRE GABRG1 GABRG2 GABRG3 GABRP GABRQ GABRR1 GABRR2 GABRR3
-4.02573,3.91871,Cluster 0,Cytoplasmic Side of Endosome Membrane (GO:0010009),LITAF LITAFD MICALL1 RAB21 RAB5A SNX5
-3.9945664,3.8415513,Cluster 0,Cytoplasmic Side of Lysosomal Membrane (GO:0098574),BLOC1S2 BORCS5 BORCS6 BORCS7 BORCS8 CDIP1 EEF1A1 EEF1A2 KXD1 LITAF LITAFD SNAPIN
-1.590874,2.7352662,Cluster 0,Cytoplasmic Vesicle Lumen (GO:0060205),ACTR1B ADM AGL AHSG ALAD ALDOC ALOX5 AMPD3 APAF1 APOA1 APRT ARHGAP45 ARHGAP9 ARPC5 ATG7 BACE1 BIN2 C1ORF35 C1QTNF1 C3 CAB39 CAND1 CCT8 CDA COMMD9 COTL1 CRISPLD2 CSNK2B CSTB CTSH CYFIP1 DBH DBNL DDX3X DEFA5 DERA DYNLT1 EEF1A1 EEF2 EPX FCN1 FGR GCG GDI2 GHDC GHRL GLYAT GMFG GNPDA1 GSN GSTP1 GYG1 GZMB HMGB1 HOOK3 HSP90AA1 HSP90AB1 HSPA6 HSPA8 HUWE1 IDH1 IMPDH1 IMPDH2 INS LOC112694756 MAPK14 MVP NFKB1 NME2 OSTF1 PAFAH1B2 PCSK1 PDXK PFKL PGAM4 PGM2 PIKFYVE PKM POMC PPIA PPIE PPY PRDX4 PSMA2 PSMA5 PSMB1 PSMB7 PSMC2 PSMC3 PSMD11 PSMD12 PSMD13 PSMD14 PSMD2 PSMD3 PSMD6 PSMD7 PYCARD PYGL ROCK1 S100A11 S100A12 S100A8 S100A9 S100P SCG3 SERPINA3 SERPINB1 SERPINI1 SRP14 TF UCMA VCL VCP XRCC5 XRCC6 ZNF395
-3.5781474,4.664446,Cluster 0,Dense Core Granule (GO:0031045),BAIAP3 CHGA CRHBP ECRG4 KIF1A MYRIP NPY PDYN SLC6A5 SLC6A9 SPX SYT1 SYT13 SYT2 SYT4 SYT5 SYT8 SYT9
-1.6151929,2.7715926,Cluster 0,Ficolin-1-Rich Granule Lumen (GO:1904813),ACLY ACTR10 ACTR1B ACTR2 AGL ALAD ALDOC ALOX5 AMPD3 ANKRD44 APAF1 APEH ARPC5 ASAH1 ATG7 BIN2 C1ORF35 CAB39 CALML5 CAND1 CANT1 CAPN1 CCT8 CDA CDK13 COMMD3 COMMD9 COTL1 CRISPLD2 CSNK2B CST3 CSTB CTSB CTSD CTSH CTSS CTSZ DBNL DDX3X DERA DYNLT1 EEF1A1 EEF2 FCN1 FGL2 FTH1 GLB1 GLYAT GMFG GNPDA1 GNS GSDMD GSN GSTP1 GUSB GYG1 HBB HMGB1 HOOK3 HSP90AA1 HSP90AB1 HSPA1A HSPA1B HSPA6 HSPA8 HUWE1 IDH1 ILF2 IMPDH1 IMPDH2 JUP KCMF1 KPNB1 KRT1 LOC112694756 LRG1 LTA4H MAPK1 MAPK14 MMP9 MNDA MVP NME2 OSTF1 PAFAH1B2 PDAP1 PFKL PGAM4 PGM1 PGM2 PIKFYVE PKM PLEKHO2 PLPPR3 PPIA PPIE PPY PRDX4 PSMA2 PSMA5 PSMB1 PSMB7 PSMC2 PSMC3 PSMD11 PSMD12 PSMD13 PSMD14 PSMD2 PSMD3 PSMD6 PSMD7 PYGL QPCT S100A9 SERPINA1 SRP14 TIMP2 TNFAIP6 VCL VCP XRCC6 YPEL5
-3.8087428,3.2830365,Cluster 0,Endocytic Vesicle Lumen (GO:0071682),APOB APOE CALR CSF3 CTSL DLC1 GNLY HBA1 HBB HGS HPX HSP90AA1 HSP90B1 HSPH1 HYOU1 LTF MPO PGLYRP1 SAA2 SCGB3A2 SPARC
-4.1238174,3.511297,Cluster 0,Nuclear Envelope Lumen (GO:0005641),APP CCAR1 PLAAT1 SORL1 TUBB
-3.5457325,4.350801,Cluster 0,Neuronal Dense Core Vesicle (GO:0098992),KIF1A NPY PDYN SYT4 VPS13A
-3.3486004,4.1619773,Cluster 0,Neuromuscular Junction (GO:0031594),CAV3 CDK5 CDK5R1 CHRNA1 CHRNB1 CHRND CHRNE CORIN CXADR DLG1 DNAJA3 F2R FCHSD1 FCHSD2 ITGB1 LLGL1 MPP2 MPP3 MUSK NLGN1 NRXN1 PDZRN3 RAPSN SERPINE2 SLC5A7 SLC8A3 SNTA1 SPOCK1 SYNC SYNGR1 SYNGR2 SYNGR3 SYNGR4 TBC1D24 TRIP4 UNC13A UNC13B UNC13C
-3.6298442,4.602865,Cluster 0,Exocytic Vesicle (GO:0070382),APP DPYSL3 IGF1 NKD2 PICALM RAB10 RAB27A RAB27B RAB6A SYT1 SYT10 SYT12 SYT13 SYT15 SYT15B SYT17 SYT2 SYT3 SYT4 SYT5 SYT6 SYT8 SYT9 SYTL1 SYTL2 SYTL3 SYTL4 SYTL5 UNC13D
-3.447214,3.4632342,Cluster 0,Lytic Vacuole (GO:0000323),ABCA5 ABCB9 ACD ACE ACP2 ACP4 ADA ADRB2 AGA AKR1B10 ANKRD27 ANKRD44 AP3M1 AP5M1 AP5S1 APP ARL8B ARSA ARSG ARSK ASAH1 ATP13A2 ATP6AP2 BACE1 BBC3 BCL10 C9ORF72 CALCRL CD164 CD1D CD34 CD68 CD74 CHID1 CHMP2B CLN3 CLN5 CLTA CLTC CPQ CST7 CTNS CTSA CTSB CTSC CTSD CTSF CTSG CTSH CTSK CTSL CTSO CTSS CTSV CTSW CTSZ CXCR4 DEPDC5 DRAM1 DRAM2 DTX3L EGFL7 ELAPOR1 EPDR1 EPG5 FLCN FUCA1 FUCA2 FYCO1 GAA GALC GBA1 GFAP GGA3 GLB1 GLMP GRIN2B GRN HCK HEXA HEXB HGS HLA-DOB HLA-DRA HPS1 HPS4 HPSE HYAL2 HYAL3 IDS IFI30 IRGQ ITM2C KCNE1 KCNE2 KCNQ1 KICS2 KLHL22 LAMP1 LAMP2 LAMTOR1 LAMTOR4 LAMTOR5 LAPTM4B LAPTM5 LARS1 LDLR LGMN LRP2 LRRK2 MAN2B1 MAN2B2 MAPKAP1 MARCHF1 MARCHF3 MARCHF8 MCOLN1 MFHAS1 MFSD1 MFSD12 MLC1 MPO MTOR MYO5A NAAA NAGLU NAPSA NAT8 NEU2 NEU3 NEU4 NPC1 NPC2 OCIAD1 OCIAD2 PCSK9 PCYOX1 PDE1C PIP4K2A PLA2G15 PLAAT1 PLAAT3 PLEKHF1 PLEKHM1 PPT1 PPT2 PRICKLE1 PRSS16 RAB12 RAB14 RAB27A RAB38 RAB7A RAB7B RAB9A RAB9B RAMP2 RAMP3 RB1CC1 RFFL RICTOR RNASET2 RNF152 RNF167 RPS6KC1 RPTOR RRAGA RRAGB RRAGC RRAGD SCARB1 SCGB1D1 SFTPA2 SFTPD SGSH SIDT1 SIDT2 SLC11A1 SLC11A2 SLC17A5 SLC2A13 SLC38A9 SMPD1 SNCA SNX1 SNX14 SNX2 SNX6 SORT1 SPAM1 SRC STS STX7 SYT12 SYT7 TIAL1 TINAG TINAGL1 TLR7 TLR9 TMEM106B TMEM175 TMEM192 TMEM25 TMEM59 TMEM9 TMEM97 TOM1L1 TPCN1 TPCN2 TRPM2 TRPV3 TSC2 TYR UBE2Z UNC13D UNC93B1 USP4 USP5 USP6 UVRAG VAMP4 VMA21 VOPP1 VPS11 VPS13C VPS16 VPS18 VPS26A VPS33A VPS33B VPS35 VPS41 VPS4A WDR45B ZFYVE26
-3.379922,3.3515284,Cluster 0,Lysosomal Lumen (GO:0043202),ACD AGRN ANKRD44 APOB ARSA ASAH1 ATP13A2 BCAN BGN CBLIF CD74 CHID1 CSF3 CSPG4 CSPG5 CTSA CTSB CTSD CTSF CTSK CTSL CTSS CTSV CUBN DCN EGFL7 FMOD FUCA1 GAA GALC GALNS GBA1 GC GLB1 GM2A GNS GPC1 GPC2 GPC3 GPC4 GPC5 GPC6 GUSB GYG1 HEXA HEXB HPSE HSP90AA1 HSPA8 HSPG2 IDS IDUA IFI30 KERA LAMP2 LGMN LUM MAN2B1 MAN2B2 MANBA NAAA NAGLU NAT8 NCAN NEU4 NPC2 OGN OMD PLD3 PPT1 PPT2 PRELP SCARB2 SCGB1D1 SDC1 SDC2 SDC3 SDC4 SERPINB13 SFTPA2 SGSH SMPD1 SPAM1 TCN2 TXNDC5 VCAN
-3.5087562,4.7380495,Cluster 0,Exocytic Vesicle Membrane (GO:0099501),ATP6V1G1 ATP6V1G2 ATP6V1G3 BORCS5 CLCN3 CLTA CLTB DTNBP1 DYSF FER1L5 GABRA2 ICA1 KIF1B MCTP1 MCTP2 MYOF OTOF PHAF1 PTPRN2 PTPRS RAB26 RAB3A RAB3B RAB5A RPH3A SEMA4C SLC17A6 SLC17A7 SLC17A8 SLC18A1 SLC18A2 SLC18B1 SLC32A1 SLC35D3 SLC35F1 SLC35G2 SLC5A7 STX10 STX12 STX6 SV2A SV2B SV2C SYN1 SYN2 SYN3 SYNDIG1 SYNGR1 SYNGR2 SYNGR3 SYNGR4 SYNPR SYP SYPL1 SYPL2 SYT1 SYT13 SYT2 SYT4 SYT5 SYT8 TMEM163 UNC13A UNC13B UNC13C VAMP1 VAMP2
-4.24455,4.139015,Cluster 0,Insulin-Responsive Compartment (GO:0032593),MYO5A RAB10 RAB13 RAB4A RAB4B SLC2A4
-0.6183867,2.883414,Cluster 0,Ficolin-1-Rich Granule Membrane (GO:0101003),ADGRE3 AP2A2 ARL8A ATAD3B ATP6AP2 ATP6V0A1 ATP6V0C CD300A CD55 CD58 CD93 CLEC4C CLEC4D COPB1 CR1 DIAPH1 DOK3 DSG1 DSPP DYNC1LI1 DYNLL1 ENPP4 FCAR FCER1G FPR1 FPR2 GAA ITGAX ITGB2 LAMP1 LAMP2 LAMTOR1 LGALS3 LILRA3 LILRB2 MGAM NBEAL2 NCKAP1L NFASC PKP1 PRCP PTPRN2 RCAN1 RHOA RNASE1 SERPINB10 SERPINB12 SERPINB6 SIGLEC14 SIGLEC5 SIRPA SLC11A1 SLC2A3 STBD1 TBC1D10C TCIRG1 TMEM179B TRPM2 UBR4 VPS35L
-3.9287288,3.4323726,Cluster 0,Endosome Lumen (GO:0031904),AP4E1 AP4M1 AP4S1 APOB APP B2M CD63 CSH1 CTSB CTSK CTSL CTSS GH1 GH2 IL12A IL12B INS JAK2 LGMN LNPEP PDLIM4 PRL PRLR RAB32 RAB38
-3.6554985,4.811682,Cluster 0,Clathrin-Sculpted Gamma-Aminobutyric Acid Transport Vesicle (GO:0061200),GAD1 GAD2 HSPA8 RAB3A SLC32A1 SYT1 VAMP2
-1.5144485,2.7400873,Cluster 0,Ficolin-1-Rich Granule (GO:0101002),ACLY ACTR10 ACTR1B ACTR2 ADAM8 ADGRE3 AGL ALAD ALDOC ALOX5 AMPD3 ANKRD44 AP2A2 APAF1 APEH ARL8A ARPC5 ASAH1 ATAD3B ATG7 ATP6AP2 ATP6V0A1 ATP6V0C BIN2 C1ORF35 CAB39 CALML5 CAND1 CANT1 CAPN1 CCT8 CD300A CD55 CD58 CD93 CDA CDK13 CLEC4C CLEC4D COMMD3 COMMD9 COPB1 COTL1 CR1 CRISPLD2 CSNK2B CST3 CSTB CTSB CTSD CTSH CTSS CTSZ DBNL DDX3X DERA DIAPH1 DOK3 DSG1 DSPP DYNC1LI1 DYNLL1 DYNLT1 EEF1A1 EEF2 ENPP4 FCAR FCER1G FCN1 FGL2 FPR1 FPR2 FTH1 GAA GLB1 GLYAT GMFG GNPDA1 GNS GSDMD GSN GSTP1 GUSB GYG1 HBB HMGB1 HOOK3 HSP90AA1 HSP90AB1 HSPA1A HSPA1B HSPA6 HSPA8 HUWE1 IDH1 ILF2 IMPDH1 IMPDH2 ITGAX ITGB2 JUP KCMF1 KPNB1 KRT1 LAMP1 LAMP2 LAMTOR1 LGALS3 LILRA3 LILRB2 LOC112694756 LRG1 LTA4H MAPK1 MAPK14 MGAM MMP9 MNDA MVP NBEAL2 NCKAP1L NFASC NME2 OSTF1 PAFAH1B2 PDAP1 PFKL PGAM4 PGM1 PGM2 PIKFYVE PKM PKP1 PLEKHO2 PLPPR3 PPIA PPIE PPY PRCP PRDX4 PSMA2 PSMA5 PSMB1 PSMB7 PSMC2 PSMC3 PSMD11 PSMD12 PSMD13 PSMD14 PSMD2 PSMD3 PSMD6 PSMD7 PTPRN2 PYGL QPCT RCAN1 RHOA RNASE1 S100A9 SERPINA1 SERPINB10 SERPINB12 SERPINB6 SIGLEC14 SIGLEC5 SIRPA SLC11A1 SLC2A3 SRP14 STBD1 TBC1D10C TCIRG1 TIMP2 TMEM179B TNFAIP6 TRPM2 UBR4 VCL VCP VPS35L XRCC6 YPEL5
-1.7060889,2.7347922,Cluster 0,Specific Granule Lumen (GO:0035580),AIFM2 AOC1 ARMC8 B2M BPI CANT1 CEP290 CFP CHAMP1 CHI3L1 CHIT1 CNN2 CRACR2A CRISP3 CTSD CTSZ CXCL1 CYFIP1 DEFA4 DLC1 DNASE1L1 DOCK2 EGFL7 ELANE ERP44 FOLR3 FRK GGH GHDC GSDMD HPSE ILF2 JUP KPNB1 LCN2 LRG1 LRRC7 LTF LYZ MMP8 NFKB1 NIT2 OLFM4 ORM1 ORM2 OSCAR PDXK PGLYRP1 PTPN6 PTX3 QPCT QSOX1 RAB27A RETN SLPI SPTAN1 TCN1 TIMP2 TINAGL1 TOLLIP VCL
-0.57352257,2.9470587,Cluster 0,Tertiary Granule Membrane (GO:0070821),ADAM8 ANO6 ATP11A ATP6AP2 ATP6V0C ATP8B4 CD177 CD300A CD33 CD47 CD53 CD59 CD93 CEACAM1 CEACAM8 CHRNB4 CLEC12A CLEC4C CLEC4D CLEC5A COPB1 CYBA CYBB CYSTM1 DYNLL1 FCAR FCER1G FPR2 FRMPD3 GAA GPR84 HGSNAT ITGAM ITGAX ITGB2 KCNAB2 LAIR1 LAMTOR2 LAMTOR3 LILRA3 LILRB2 MCEMP1 MGAM NBEAL2 NRAS OLR1 PLAU PRKCSH PTAFR PTPRB RAB14 RAP2B RAP2C SERPINB6 SIGLEC14 SIGLEC5 SIRPA SLC11A1 SLC2A3 SNAP23 SNAP25 STBD1 STOM SVIP TARM1 TMC6 TMEM63A TRPM2 TSPAN14 UBR4 VAMP1 VAMP8
