x,y,cluster,term,genes
4.854458,10.942811,Cluster 0,PMC3166463 Embor2011157F1,MAVS TRAF6 IRF3 TRAF3 IRF7 TAB2 
5.0710764,11.837744,Cluster 0,PMC3093412 Nihms286218F1,MYD88 TRAF6 IRAK1 TLR9 IRF7 TLR7 
7.1686425,11.930354,Cluster 0,PMC3894494 377F7,MYD88 TIRAP CD14 VCAM1 TLR4 ICAM1 
5.919957,11.705346,Cluster 0,PMC7177421 Ijms-21-02299-G001,MYD88 IRF5 TRAF6 IRAK1 IRAK4 IRF7 CD14 
5.938709,11.245671,Cluster 0,PMC5595361 ijn-12-6633Fig4,MYD88 TRAF6 IRF3 FADD MTOR 
5.0866337,11.887447,Cluster 0,PMC4629506 Nihms673741F1,MYD88 IRAK2 TBK1 IRF3 IRAK1 TAB3 TRAF3 IRAK4 TAB2 TLR3 
7.387047,10.952062,Cluster 0,PMC3770492 ccid-6-191Fig2,TLR2 MYD88 PRKCZ STAT3 CCL20 IRAK1 FOS TIRAP 
6.6667743,10.267501,Cluster 0,PMC3094296 1742-4682-8-13-1,CXCL9 STAT1 CXCL2 TRAF3 CXCL1 CXCL3 CXCL6 TLR2 CXCL10 IL1B TLR1 CXCL11 IL6 TBK1 CXCR3 IRF3 RAC1 B2M CIITA TLR3 
5.810813,11.018376,Cluster 0,PMC3376488 CDI2012-836485.005,ATF2 TLR2 MYD88 IRF4 IRF5 MAL TRAF6 IRF3 TAB3 IRAK4 TNF TAB2 
8.833032,10.109774,Cluster 0,PMC2837270 Nihms175405F8,CD40 CSF3 IFNA1 CFLAR FASLG NFKB2 TNFRSF1B TLR1 MYD88 IRF1 CASP8 IRAK2 LTA CCL2 TNFSF10 
5.763761,9.770757,Cluster 0,PMC4184787 Pone.0108553.G002,CTSB NCEH1 TG IRF3 MGST2 IL18 
6.783297,10.864073,Cluster 0,PMC7662392 Fcimb-10-587929-G002,IL1RL1 MYD88 IL18RAP IL36A IL36B IL1R1 IRAK2 IRAK1 IRAK4 IL1RAP IL18R1 
6.4098406,10.579732,Cluster 0,PMC3376488 CDI2012-836485.006,ATF2 JUN TRAF6 IRF3 FADD TAB2 
5.69619,11.791593,Cluster 0,PMC2835842 Nihms-148323-F0001,MYD88 RNASEL TRAF6 TLR9 TLR3 
