x,y,cluster,term,genes
-0.4243232,2.6972597,Cluster 0,ATC Code A11H,TGFB1 CDIPT NT5E NTF3 LPL CCN2 BDNF IRS1 TP53 CCKBR CD5 PLG NRAS TEC GRM1
0.8637276,3.0538242,Cluster 0,Levothyroxine,SERPINE1 TSHB PPARG F9 THBD AHR THRA THRB NFE2L2
0.37016532,3.432779,Cluster 0,Tiratricol,CYP2C9 THRA THRB HIF1A NFE2L2
3.158683,2.285234,Cluster 0,Benazepril,PRCP AGT MTHFR ACE ADRB2 MTR CYP11B2
0.19947162,3.6479716,Cluster 0,Tranilast,HPGDS TP53 UGT1A1 STS ATAD5 HPGD HRH1 PKM ARSA RAB9A NPC1
0.021192154,3.7494483,Cluster 0,Triamterene,JAK2 AR THRB TP53 GAA HSPB1 SCNN1B ESR1 HSD17B10 IDH1 PPARD CYP1A2 TH SCNN1G SCNN1A HIF1A SCNN1D NFE2L2
0.8752618,3.3382206,Cluster 0,Myxedema Coma,AHR THRB NFE2L2 F9 THBD TSHB THRA PPARG SERPINE1
1.4929886,1.6105651,Cluster 0,Lidoflazine,SLC29A1 SCN3A KCNH2 SCN1A CYP2D6
-0.18094951,2.7440524,Cluster 0,Bicalutamide,CYP2B6 AR KLK3 FST CDH1 KMT2D CFLAR BAX
0.3324904,3.3532069,Cluster 0,Lenalidomide,VEGFC DDB1 FGF2 TNFSF11 VEGFA RBX1 VEGFB CRBN CTNNB1 CUL4A TNF ABCB1 KRAS IKZF1
0.4116365,3.533817,Cluster 0,Multiple Sclerosis,GABBR2 KCTD12 NOS1 NFE2L2 TAC1 FOS GCG BDNF TSHB NFKB1 GABBR1 KCTD16 KCTD8
-0.08903215,3.3814914,Cluster 0,Multiple Myeloma,PRSS1 PRSS2 PRSS3 PSMC2 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMB1 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 GATA2 PSMB9 PSMB10 PSMC1 PSMC3 BAX PSMC4 PSMC5 PSMC6 PSMD1 PSMD2 PSMD3 PSMD4 PSMD5 PSMD7 PSMD8 PSMD9 BCL2 PSMD11 CCND1 PSMD13 PSME1 BCL2L2 PSMD12 PSMD10 PSME2 F2 PSMA8 DDIT3 F12 BDNF PSMD6 PSME4 PIK3CA NFE2L2 NFKB1 NFKB2 PSMC3IP PLAT FGFR3 PLG HSPA4 NOTCH1 HSPB2 PMAIP1 KRAS FLT3 PSMF1 RB1 ADRM1 SEM1 CAPN1 XIAP E2F1 PSMB11 RELA AR KLK4 PRB2 PSME3 CTLA4 CTSB PSMD14 CTSL TP53
1.7789032,3.069827,Cluster 0,Mouth Inflammation,GJA9 GJA1 GJA3 GJA4 GJA5 GJA8 GJB1 GJB2 GJB3 GJB5 GJD2 GJB4 GJB6 GJD3 GJC1 GJC2 PANX1 GJA10 HSD11B1 PANX2 GJC3 GJB7 GJE1 PANX3 GJD4
-0.29734153,3.2000892,Cluster 0,Bortezomib,F2 PSMB7 PSMF1 NFKB2 PSMD12 PSMD6 RELA HSPA4 PSMD3 PSMA1 BAX AR CTSL PSME1 PSMB11 PRSS2 F12 RB1 PSMB3 PLG PSMD5 BDNF PSME3 TP53 PSMB9 KRAS XIAP GATA2 PSMB10 PSMC2 PRSS1 PSMD13 PSMB1 PSMD9 ADRM1 PSMB8 PSMB5 KLK4 PLAT PIK3CA PSMD10 PSMA7 PSMD2 PSMC1 PRB2 CTLA4 PSMC6 PSMA6 PSME4 CAPN1 PSMB6 PSMA4 PSMC3IP DDIT3 BCL2L2 PSMC5 PMAIP1 PSMD14 BCL2 PSMC4 E2F1 PSMD7 PSMA3 PSMD1 PSMA2 NFKB1 PSME2 CTSB PSMD8 FGFR3 PSMD11 PSMB4 PSMA8 NOTCH1 PSMB2 HSPB2 NFE2L2 PSMA5 SEM1 FLT3 PSMC3 PSMD4 CCND1 PRSS3
-0.33045474,3.5227413,Cluster 0,Leflunomide,SMN1 RAB9A HTT PTK2B ATAD5 CYP3A4 ESR1 AHR MMP1 SMN2 DHODH CYP1A2 NFE2L2 CXCL8
1.0948719,1.733122,Cluster 0,Tropisetron,GLRA2 GLRB JUN HTR3A CYP3A4 HTR4 GLRA1 IL2 CYP2D6 SLC22A1
2.2608042,2.2951217,Cluster 0,Vasopressin,OXTR NPPC CAMK2B MAPK14 SERPINE1 THBS4 HSPB1 PRKD1 ACE CYP3A4 AVPR2 TACR1 E2F1 AVPR1B AVPR1A DUSP1 BDNF
0.8233707,2.7222373,Cluster 0,Osteoporosis,IL11 PTPRS ATP6V1A PTPN4 PLAU FDPS CYP19A1 MVK PTPRC VDR PTPRE
0.45680922,3.4024007,Cluster 0,Baclofen,KCTD12 NFE2L2 TSHB KCTD16 NOS1 KCTD8 TAC1 GCG GABBR1 NFKB1 GABBR2 FOS BDNF
0.80168045,3.2263985,Cluster 0,Melatonin,NQO2 CYP3A7 IL1B TGFB1 MTNR1B GHRH PER1 BGLAP ASMT MTNR1A RARA AANAT ESR1 PIK3CG ALOX5 HTR2B RORA PRL CYP3A43 BAX MYC MAOB IFNG MPO RORB CALM1 EPX CYP3A4 CALR MAP2 TMSB10 GFAP CYP1A2 GCLM
1.0200343,2.864585,Cluster 0,Renal Toxicity,TGFB1 MYC ENPP1 SMAD2 GSR ALPG
0.3570422,1.6047312,Cluster 0,Amodiaquine,CYP2C8 CYP1A1 G6PD HNMT CYP1B1
-0.6689696,3.0336115,Cluster 0,Prostate Cancer,PTEN AR CYP11B1 CYP17A1 DSE TSPYL1
0.5120499,2.0995004,Cluster 0,Telaprevir,CELA1 CTSA PGR CYP3A4 IFNL3 IFNL4 CYP24A1
0.6060476,3.8589263,Cluster 0,Postpartum Hemorrhage PPH,AR HSD17B10 ADRA1A DRD2 HTR1E
1.6466235,3.2104385,Cluster 0,Otitis,MPO SUMO1 CTDSP1 KDM4A ACP1
1.4757758,2.3289585,Cluster 0,Anisindione,SMN1 F2 TP53 SMN2 GC GGCX
2.0712507,1.9530796,Cluster 0,Arsenic Trioxide,TXNRD1 IKBKB JUN MAPK3 AKT1 MAPK1 CCND1
0.19977489,1.9066187,Cluster 0,Loperamide,OPRK1 OPRD1 AR TEK TP53 TSHR CALM1 CYP3A4 CACNA1A CYP2D6 MTOR OPRM1 ABCB1 POMC
1.8401827,2.3231864,Cluster 0,Avatrombopag,F2 MPL PROS1 F5 CYP2C9 SERPINC1 PROC
2.1545515,2.3141623,Cluster 0,Peripheral Nerve Block,SCN10A LIF FGF6 NRG1 MYOD1 BCHE HSPA8 TNF KCNA1 SCN4A SCN5A KCNA5
1.8044935,3.3350601,Cluster 0,Peptic Ulcer Disease PUD,GJA9 GJA1 GJA3 GJA4 GJA5 GJA8 GJB1 GJB2 GJB3 GJB5 GJD2 GJB4 GJB6 GJD3 GJC1 GJC2 PANX1 GJA10 HSD11B1 PANX2 GJC3 GJB7 GJE1 PANX3 GJD4
2.630477,1.7975839,Cluster 0,Lisinopril,AGT ACE ACE2 MMP3 VIP SHBG BDKRB2
-0.34287423,2.5956829,Cluster 0,Polycystic Ovary Syndrom PCOS,TGFB1 CDIPT NT5E NTF3 LPL CCN2 BDNF IRS1 TP53 CCKBR CD5 PLG NRAS TEC GRM1
1.0441115,2.3120623,Cluster 0,Aminoglutethimide,TG GGT1 CYP1B1 TFF3 CYP11A1 GNRH1 CYP19A1
0.8936292,2.9749968,Cluster 0,Bremelanotide,MC1R MC4R MC5R MC3R MC2R NR3C2
1.5852928,2.3078036,Cluster 0,ATC Code L03A,LMNA HRH1 USP1 EHMT2 HRH2 CA1 HRH4 SLC29A4 HRH3 CA5A CA7
0.30776185,3.0435865,Cluster 0,Carfilzomib,PSMD5 PSME3 PSMD10 PSMB7 PSMF1 PSMD1 PSMB9 PSMA2 PSMD12 PSMD6 PSMA7 PSMC1 PSMD2 PSME2 PRB2 PSMC6 PSMD8 PSMD11 PSMB10 PSMA6 PSMC2 PSME4 PSMD3 PSMD13 PSMB4 PSMA1 PSMA8 PSMB1 PSMB6 AR PSMA4 PSMC3IP PSMD9 PSMC5 PSMB2 ADRM1 PSME1 PSMB8 PSMB5 NFE2L2 PSMD14 PSMB11 PSMA5 SEM1 PSMC3 PSMD4 PSMC4 PSMB3 PSMD7 PSMA3
2.4980342,1.5122126,Cluster 0,Irbesartan,APOE SLC10A1 AGT AGTR1 ACE SLC2A4 JUN CYP2C9 CYP3A4 EDN1 CYP1A2 APOB
-0.4891114,2.4654863,Cluster 0,Inositol,CD5 CDIPT NT5E NTF3 TEC GRM1 TP53 LPL TGFB1 CCKBR PLG CCN2 IRS1 NRAS BDNF
1.2953681,3.4483807,Cluster 0,Cefdinir,ACP1 SUMO1 MPO KDM4A CTDSP1
2.6746492,2.4774215,Cluster 0,Hepatic Encephalopathy HE,RLN2 CXCR4 PIK3CG GYPA SLC2A4
0.97611773,2.96033,Cluster 0,Ingenol Mebutate,PRKCG PRKCE PRKCD PRKCB PRKCA
1.777283,3.1389976,Cluster 0,Carbenoxolone,GJB7 GJA4 GJA10 PANX2 GJA8 GJB6 GJD4 GJA9 GJB4 HSD11B1 GJD2 GJB2 GJA3 GJE1 GJC2 GJB5 GJA1 PANX3 GJB3 GJC1 GJB1 PANX1 GJA5 GJC3 GJD3
0.60952395,3.363278,Cluster 0,NADPH Inhibitor,NQO1 GSTM1 CDKN1A NFE2L2 CRYZ CYP2C9 ALDH1A1 VKORC1
-0.23884524,3.2494226,Cluster 0,Na K ATPase Inhibitor,ATP1A4 ATP1B1 ATP1B2 ATP1B3 FXYD2 AR ATP1A1 ATP1A2 ATP1A3
2.5742831,1.3189421,Cluster 0,Indapamide,CA2 HTR3A APEX1 KCNQ1 KCNE1 SLC12A3
0.92725635,2.0866659,Cluster 0,Chloroprocaine,SCN10A HTR3A CYB5R3 G6PD GRIN3A ATP1A1 SLC6A3 CHRNA10
-0.23075776,3.0396802,Cluster 0,Hairy Cell Leukemia,TGFB1 CDKN1A NT5C1A DIABLO NFE2L2 POLA1 POLE POLE2 RRM2B XIAP POLE4 BCL2L2 POLE3 RRM1 RRM2 DCK ADA YES1 IL2RA TP53 PNP
0.98112154,3.4626343,Cluster 0,TGF Beta Receptor Inhibitor,TGFB1 MAPK11 MAPK13 CYP1A2 HSD17B10 FURIN TNF MAPK14 MAPK12
0.7558587,3.6289043,Cluster 0,TRPV Agonist,RNASEH2A CYP1A2 CYP3A4 LIF NT5E NFE2L2 NTF3 GFAP SCG5 EPOR TRPV1 BDNF PCNA ALDH1A1 CFTR ABCB1
0.8824874,2.9252107,Cluster 0,Cetirizine,TEK HRH1 TPSD1 CSF2 IL2RA
0.62266856,1.9588845,Cluster 0,Vesnarinone,NT5E KCNH2 PDE3A TP53 FAS THBS1 CYP3A4
1.9218091,2.3809025,Cluster 0,Captopril,GNRH1 LTA4H DPP4 SERPINE1 AGTR1 ACE ACE2 NOS2 MMP12 MYO9B SST PIK3CG MMP9 MMP2 EHMT2 CYP19A1
2.2779696,2.1196725,Cluster 0,Candesartan,GPR83 AGTR1 ACE DOT1L SULT1C3 SH2B3 PLEKHJ1 KCNK3 CYP11B2
2.2473202,2.4355812,Cluster 0,Lumbar Epidural Block,SCN10A LIF FGF6 NRG1 MYOD1 BCHE HSPA8 TNF KCNA1 SCN4A SCN5A KCNA5
0.40002054,2.5507667,Cluster 0,Local Anesthetic,SCN10A SLC6A3 HTR3A G6PD GRIN3A ATP1A1 CHRNA10 CYB5R3 TYR USP1 CYP3A4 NFE2L2 AR
1.791909,3.1244402,Cluster 0,Bumetanide,GNB3 GPR35 SLC12A4 SLC12A2 ACE ADD1 HSD17B10 SLC12A5 MAPK1 SLC12A1 CFTR KDM4E SLC12A3 NFE2L2
-0.08249319,3.5104933,Cluster 0,Leishmaniasis,PLA2G1B PIK3CA TNF ABCB1 CSF2
3.0272212,1.8771578,Cluster 0,Left Ventricular Systolic Dysfunction LVSD,DPP4 ADRB2 DSP CYP3A4 CES1 AGT APEX1 PDE5A NR3C2 CCN2 MAPK8 ACE SLCO1B1 NOS1 HSPA4 NOS3 BDKRB2 TP53 GSR VEGFA
1.9129002,2.5771415,Cluster 0,Bupivacaine,NRG1 SCN10A LIF SCN4A SCN5A HSPA8 KCNA1 TNF FGF6 MYOD1 KCNA5 BCHE
0.97223747,3.609747,Cluster 0,Capsaicin,NT5E NTF3 LIF RNASEH2A EPOR CYP3A4 GFAP TRPV1 ALDH1A1 CYP1A2 CFTR NFE2L2 ABCB1 SCG5 PCNA BDNF
