x,y,cluster,term,genes
4.2221866,11.8846,Cluster 0,"Ksr1-Mek-Braf-Erk complex, EGF induced (mouse)",MAP2K2 MAP2K1 KSR1 MAPK3 MAPK1 BRAF 
4.707486,11.481819,Cluster 0,YY1-Notch1-RBP-Jkappa complex (human),YY1 NOTCH1 RBPJ 
4.4457765,11.648471,Cluster 0,YY1-Notch1 complex (human),YY1 NOTCH1 
5.3752446,11.651435,Cluster 0,Smad1-Notch1-p300-Pcaf complex (mouse),NOTCH1 KAT2B SMAD1 EP300 
3.7920353,10.14163,Cluster 0,SMAD1-CBP complex (human),CREBBP SMAD1 
4.212709,10.760125,Cluster 0,NuMA-LGN-G-alpha-i-1 complex (human),GPSM2 NUMA1 GNAI1 
2.6342905,11.026527,Cluster 0,MeCP2-SIN3A-HDAC complex (human),MECP2 HDAC1 HDAC2 SIN3A 
3.7755113,11.767806,Cluster 0,CHUK-IQGAP2-AKAP8L-RELA-TNIP2 complex (human),RELA TNIP2 CHUK AKAP8L IQGAP2 
2.8536663,11.018241,Cluster 0,CS-MAP3K7IP1-MAP3K7IP2 complex (human),TAB2 TAB1 CS 
3.2593253,11.659393,Cluster 0,NCOR-SIN3-HDAC1 complex (human),NCOR2 HDAC1 SIN3A 
3.758629,11.261226,Cluster 0,NCOR-SIN3-RPD3 complex (human),NCOR2 SIN3B HDAC2 SIN3A 
3.0729287,10.657206,Cluster 0,SHARP-CtBP1-CtIP-RBP-Jkappa corepressor complex (human),SPEN CTBP1 RBBP8 RBPJ 
3.645968,11.6490965,Cluster 0,Axin-SMAD3 complex (human),SMAD3 AXIN1 
3.5239651,10.4403305,Cluster 0,SWI/SNF chromatin-remodeling complex (human),MECP2 HDAC1 SIN3A SMARCE1 SMARCA2 
3.8632782,11.219009,Cluster 0,Ccd1-Dvl2-Rac complex (mouse),DVL2 DIXDC1 RAC1 
3.8780267,11.555001,Cluster 0,Ccd1-Axin complex (mouse),DIXDC1 AXIN1 
3.3086882,11.717199,Cluster 0,Axin-Mekk4 complex (mouse),MAP3K4 AXIN1 
