x,y,cluster,term,genes
9.277741,5.83654,Cluster 0,myosin V binding (GO:0031489),RAB3C RAB3D RAB3A RAB3B RAB39B RAB27B RAB11A RAB11B RAB10 NPC1L1 RAB14 RAB25 RAB8A RAB6B RAB6A
8.428728,5.8934054,Cluster 0,inward rectifier potassium channel activity (GO:0005242),KCNK6 KCNJ5 KCNJ6 KCNJ10 KCNE2 KCNJ8 KCNJ11 KCNJ12 KCNJ9 ABCC8 KCNJ13 KCNJ14 KCNJ15 KCNJ16 KCNJ18 KCNK1 KCNJ1 KCNJ2 KCNJ3 KCNH2 KCNJ4
9.5617,4.7790675,Cluster 0,kinase activity (GO:0016301),ACVR1 GLYCTK CKMT1A MMD2 ACOD1 PRKAB1 DCLK1 IDNK TEK CDK12 ULK1 ALPK3 CDK13 EPHA1 EPHA4 CDK17
9.841786,6.055548,Cluster 0,syntaxin-1 binding (GO:0017075),SNAP25 PRRT2 UNC13C STXBP1 NSF CPLX1 UNC13A UNC13B DAPK1 SYT1 STXBP5 LRRK2 CPLX2 SNPH VAMP2
9.821482,5.6013355,Cluster 0,acetylcholine receptor regulator activity (GO:0030548),LYNX1 CDK5 LYPD6B PATE4 LY6E LY6G6E LYPD6 SLURP1
9.915994,4.819011,Cluster 0,kinase activator activity (GO:0019209),DAXX STRADA NCKAP1L MT3 IL2 MADD MOB1B RGCC GPRC5B WNK1 SPDYA FGF13
9.771478,5.152097,Cluster 0,AT DNA binding (GO:0003680),MEF2C MAPT KMT2A HAND2 HMGA2 HMGA1 CRIP1
9.937975,5.9127455,Cluster 0,cation channel activity (GO:0005261),KCNF1 TRPV3 TRPV4 TRPV1 TRPV2 TRPC4AP SCNN1G GRIN3B SCN10A TRPV5 TRPV6 GPRIN1 SCN8A KCNG1
9.944058,5.6524315,Cluster 0,protein phosphatase regulator activity (GO:0019888),IGBP1 DMPK BOD1 EIF2AK2 B3GAT3 PPP1R16B PPP2R3A PPP2R5C LMTK2 PPP2R1A PPP2R3B NSFL1C RCAN1 RCAN2 PPP2R2D PPP1R1B PPP2R2C RCAN3 CALM2 CALM3 CALM1
9.879503,5.8247495,Cluster 0,G-protein coupled neurotransmitter receptor activity (GO:0099528),CHRM3 CHRM4 CHRM1 CHRM2 DHX8 CHRM5
