x,y,cluster,term,genes
6.519198,4.1411524,Cluster 0,"Trans-Synaptic Signaling, Modulating Synaptic Transmission (GO:0099550) BP",CBLN1 CBLN2 CBLN4 IGSF21 NEO1 NRXN1 NRXN3
5.89409,4.1470137,Cluster 0,Regulation Of Presynapse Assembly (GO:1905606) BP,APP ARF6 ATG9A CBLN1 CLSTN3 FARP1 FZD1 GPC4 GRID2 IGSF11 IL1RAP IL1RAPL1 IL1RAPL2 LRFN3 LRFN4 LRFN5 LRRC4B LRRTM1 LRRTM3 MDGA1 MDGA2 NLGN2 NRG1 NRXN1 NTNG2 NTRK3 SLITRK1 SLITRK2 SLITRK3 WNT3A WNT7A
5.631036,5.0853405,Cluster 0,Transmitter-Gated IC Activity Involved In Regulation Of Postsynaptic Membrane Potential (GO:1904315) BP,CHRNA1 CHRNA10 CHRNA3 CHRNA4 CHRNA7 CHRNA9 CHRNB1 CHRNB2 CHRNB4 CHRND CHRNE CHRNG GABRA1 GABRA2 GABRA3 GABRA4 GABRA5 GABRA6 GABRB1 GABRB2 GABRB3 GABRD GABRE GABRG2 GABRG3 GABRR2 GLRA1 GLRA2 GLRB GRIA1 GRIA2 GRIA3 GRIA4 GRIK1 GRIK2 GRIK5 GRIN1 GRIN2A GRIN2B GRIN2C GRIN2D GRIN3A
5.9969544,4.8890862,Cluster 0,Integral Component Of Presynaptic Active Zone Membrane (GO:0099059) CC,ADRA2A ATP2B1 ATP2B2 ATP2B4 CACNA1A CACNA1D CACNA1H CANX CDH10 CELSR3 CHRM2 FZD3 GABBR1 GABRA2 GABRA3 GABRB1 GABRB2 GPM6A GRIA1 GRIA2 GRIA3 GRIA4 GRIN1 GRIN2B GRIN2D GRIN3B GRM4 GRM7 GRM8 HCN1 ITGA3 KCNJ8 KCNMA1 LPAR2 LRFN3 NECTIN1 NPTN NRG1 NRXN1 NRXN2 NRXN3 P2RX1 P2RX2 P2RY1 P2RY2 P2RY4 RYK SCN8A STX1A STX1B SYT11 TENM3
5.4883685,4.859654,Cluster 0,Integral Component Of Postsynaptic Specialization Membrane (GO:0099060) CC,CDH10 CHRNA1 CHRNA10 CHRNA3 CHRNA4 CHRNA7 CHRNA9 CHRNB1 CHRNB2 CHRNB4 CHRND CHRNE EPHA7 GABBR1 GABRA1 GABRA2 GABRA3 GABRA4 GABRA5 GABRA6 GABRB1 GABRB2 GABRB3 GABRG2 GLRA1 GLRA2 GLRA3 HTR5A KCNB1 KCND2 KCND3 LRFN3 LRRTM1 LRRTM2 NLGN1 NLGN2 NLGN3 NLGN4X NLGN4Y P2RX6 SHISA7 SLC12A5 SLITRK3
6.668014,4.2516413,Cluster 0,Synaptic Cleft (GO:0043083) CC,ACHE APOE C1QL1 C1QL2 C1QL3 CBLN1 CBLN2 CBLN3 CBLN4 LAMA2 LAMA4 LAMA5 LAMB2 LAMC1 LGI1 NPTX1 NPTX2 NXPH1
6.0528784,4.7053165,Cluster 0,Integral Component Of Postsynaptic Density Membrane (GO:0099061) CC,ADAM22 ADCY1 ADGRB3 ADRA2A ADRA2C ASIC1 ASIC2 ATP2B2 CACNG2 CACNG3 CACNG4 CACNG7 CACNG8 CELSR3 CHRM1 CHRM3 CHRM4 CHRNA7 CLSTN1 CLSTN2 CLSTN3 CNIH4 CRHR1 CSMD2 DCC DRD3 DRD5 EFNB2 EFNB3 ELFN1 ELFN2 EPHA7 ERBB4 GPR158 GRIA1 GRIA2 GRIA3 GRIA4 GRID1 GRID2 GRIK3 GRIK5 GRIN1 GRIN2A GRIN2B GRIN2C GRIN2D GRIN3A GRIN3B GRM1 GSG1L IGSF11 IGSF9 IL1RAPL1 ITGA8 KCNAB2 KCNH1 KCNT1 LRFN1 LRFN2 LRFN3 LRFN4 LRFN5 LRP1 LRP8 LRRC4 LRRC4B LRRC4C LRRC7 LRRTM2 LRRTM3 LRRTM4 NECTIN3 NEO1 NETO1 NETO2 NLGN4X NOTCH1 NOTCH2 NPTN NRCAM NRG1 NSG2 OPRD1 P2RX2 P2RX4 PLPPR4 PRRT1 PTPRF PTPRO PTPRT PTPRZ1 ROBO2 RTN4 RYK SCN8A SEMA4B SEMA4C SEMA4F SHISA6 SHISA9 SLC16A7 SLC30A1 SLITRK1 SLITRK3 SLITRK5 SORCS3 STX1A SYNDIG1 TMEM108 TMEM240 VANGL2 VDAC1
6.0986547,3.4573905,Cluster 0,Trans-Synaptic Signaling (GO:0099537) BP,FGF22 IGSF11 NRXN3 PTPRD PTPRS WLS
5.7869625,5.093614,Cluster 0,Ligand-Gated IC Activity Involved In Regulation Of Presynaptic Membrane Potential (GO:0099507) BP,GABRA1 GABRA2 GABRA3 GABRA5 GABRB1 GABRB2 GABRR1 GLRA1 GRIA1 GRIA2 GRIA3 GRIA4 GRIK1 GRIK2 GRIK3 GRIK4 GRIK5 GRIN1 GRIN2A GRIN2B GRIN2D GRIN3B HTR3A KCNMA1
6.128967,3.3701417,Cluster 0,Extrinsic Component Of Postsynaptic Density Membrane (GO:0099147) CC,AKAP9 CNKSR2 DGKB DGKI FGF22 OLFM1 OLFM2 PDE10A RNF10 SCRIB TIAM1
6.6649933,4.5361137,Cluster 0,Neurotransmitter Receptor Localization To Postsynaptic Specialization Membrane (GO:0099645) BP,ADAM22 C1QL2 C1QL3 CACNG2 CACNG3 CACNG7 CNIH3 DLG1 DLG2 DLG4 ERBB2 ERBB4 GIT1 GNAI1 GPHN GPSM2 LGI1 LHFPL4 NETO1 NETO2 NPTX1 NPTX2 NPTXR NRXN3 OLFM2 RAPSN VWC2
6.0405936,3.9611552,Cluster 0,Regulation Of Postsynaptic Density Assembly (GO:0099151) BP,CASKIN1 CBLN1 CRIPT FGFR1 GRID2 IL1RAP LATS1 LRFN1 LRFN4 LRRC4B LRRTM1 LRRTM2 NLGN1 NRXN1 PRICKLE1 PRICKLE2 PTK2B PTPRD PTPRS SIPA1L1
6.0779185,3.5396407,Cluster 0,Regulation Of Postsynaptic Membrane Neurotransmitter Receptor Levels (GO:0099072) BP,AGAP3 ALS2 ATG5 CACNG2 CACNG8 CAMK2G CLPTM1 CNTNAP2 CPT1C CTNND1 CTNND2 DLG3 DRD4 DRD5 EFNB2 EPS8 ERBIN FLOT2 FRRS1L GRID1 GRID2 GRID2IP HSP90AA1 IGSF11 INPP4A KIF21B NRXN3 NSG2 PDLIM4 PORCN PPFIA1 PRKCI PRKN RALBP1 RAP2A SHROOM4 SLC9A6 SNX27 SNX6 SST STX12 STX4 SYT3 TFRC YWHAE ZDHHC5
5.521688,4.6763177,Cluster 0,Postsynaptic Specialization Assembly (GO:0098698) BP,CRK CRKL DOCK7 NLGN1 NLGN2 NLGN3 NTNG2
