x,y,cluster,term,genes
1.0587181,1.3835529,Cluster 0,histidine degradation,HAL AMDHD1 MTHFD1 UROC1 FTCD 
0.29646063,3.3495193,Cluster 0,androgen biosynthesis,CYP17A1 SRD5A2 HSD3B1 HSD3B2 HSD17B3 AKR1C3 SRD5A1 
0.7453115,2.3083827,Cluster 0,urea cycle,ASS1 ARG1 CPS1 ASL OTC 
1.0884387,3.825872,Cluster 0,ceramide de novo biosynthesis,SPTLC1 SPTLC2 KDSR SPTLC3 SPTSSA DEGS2 CERS1 
0.319837,2.8430138,Cluster 0,retinol biosynthesis,CES1 RDH8 LIPC CES5A DHRS3 CES4A DHRS4 RBP5 DHRS9 RDH12 RBP4 RBP1 RDH11 RDH10 RBP2 LRAT CES2 PNLIP 
0.7857455,1.4826978,Cluster 0,retinoate biosynthesis I,RBP5 ALDH1A1 RBP4 ALDH1A3 RBP1 ALDH1A2 RDH16 SDR16C5 
1.947682,3.5417252,Cluster 0,pyrimidine ribonucleosides degradation,DPYS DPYD UPP2 UPP1 CDA UPB1 
0.5589067,3.2026982,Cluster 0,citrulline-nitric oxide cycle,ASS1 NOS3 ASL NOS1 NOS2 
0.3731951,3.333888,Cluster 0,putrescine degradation III,ALDH3A2 ALDH1B1 ALDH2 MAOB MAOA ALDH3A1 ALDH3B2 ALDH3B1 SAT1 SAT2 
2.5177584,2.462268,Cluster 0,cysteine biosynthesis,AHCY MAT2B MAT1A MAT2A CTH 
0.29181182,1.7887224,Cluster 0,eicosapentaenoate biosynthesis,ACSL3 ACSM4 ACSM3 ACSL1 ACSM1 ACSL6 ACSL5 ACSM6 ACSM5 ACSL4 ACOT1 FADS2 FADS1 
-0.1744446,1.9992608,Cluster 0,ethanol degradation II,ALDH3A2 ACSS3 ALDH2 ADH1B ACSS2 ACSS1 
0.70084107,1.7912261,Cluster 0,allopregnanolone biosynthesis,SRD5A2 AKR1C2 AKR1C1 AKR1C4 AKR1C3 SRD5A1 
0.14855236,2.298771,Cluster 0,ethanol degradation IV,ALDH3A2 ACSS3 CAT ALDH2 ACSS2 ACSS1 
0.81718755,2.757994,Cluster 0,fatty acid &beta;-oxidation,SLC27A2 ACSL3 ECI1 ACSL1 ACSL6 ACSL5 ACSL4 ECHS1 HSD17B10 HADHB ACADL SCP2 ACSBG2 ACSBG1 ACAA2 HADH 
0.58456725,2.4628227,Cluster 0,fatty acid &beta;-oxidation (peroxisome),SLC27A2 ACSL3 ACSL1 HSD17B4 ACSL6 EHHADH ACSL5 ACSL4 ACOX2 ACOX1 SCP2 ACSBG2 ACSBG1 HADH ACAA1 
0.84259665,2.3008552,Cluster 0,fatty acid activation,SLC27A2 ACSL3 ACSL1 ACSL6 ACSBG2 ACSL5 ACSBG1 ACSL4 
0.8026264,3.9043703,Cluster 0,phospholipases,PLA2G12A PLA2G2E PLA2G2F PLA2G4E PNPLA8 PLA2G4F PLCH1 PLA2G2D PLA2G2A PLA2G4C PLA2G4D PLA2G4A PLA2G16 PLCB4 PLA2G10 PLCD1 PLCH2 PLCD4 PLCB2 PLCB3 PLCB1 PLCD3 PLA2G1B PLA2G3 PLD6 PLA2G5 PLA2G6 PLD2 PLD1 PLD4 OC90 PLB1 PLD3 PLCZ1 PLCE1 PLCG1 PLCG2 
1.0504161,2.2194302,Cluster 0,phosphatidylethanolamine biosynthesis II,PCYT2 CHKB ETNK2 EPT1 ETNK1 CEPT1 
0.24565831,2.1881392,Cluster 0,oxidative ethanol degradation III,ALDH3A2 ACSS3 ALDH2 ACSS2 CYP2E1 ACSS1 
0.24894668,3.4851093,Cluster 0,glutathione-mediated detoxification,GSTM5 GSTM4 GSTM3 GSTK1 GSTM2 GSTM1 GSTO2 GGH GSTP1 MGST2 MGST3 MGST1 GSTT1 GSTZ1 GSTA5 ANPEP GSTA4 GSTA3 GSTA2 GSTA1 
1.1230654,1.7626581,Cluster 0,glycine betaine degradation,DMGDH BHMT SHMT2 SARDH SHMT1 
1.1510298,3.0744703,Cluster 0,oleate biosynthesis,FADS6 SCD SCD5 ACOT2 ACOT1 FADS2 ACOT4 FADS1 
0.38274753,2.0357523,Cluster 0,noradrenaline and adrenaline degradation,ADH4 ALDH3A2 PNMT RNLS ALDH2 MAOB MAOA ADH1B LRTOMT COMT ADH6 
1.7216167,1.6614134,Cluster 0,lysine degradation II (pipecolate pathway),DHTKD1 ALDH7A1 AADAT PIPOX PYCR1 CRYM 
0.7833334,2.0370452,Cluster 0,fatty acid &alpha;-oxidation,ALDH3A2 SLC27A2 PHYH ACSL1 HACL1 
1.8875742,2.8662684,Cluster 0,serotonin and melatonin biosynthesis,TPH2 AANAT TPH1 DDC ASMT 
0.9975911,1.6700393,Cluster 0,"bile acid biosynthesis, neutral pathway",HSD3B7 SLC27A2 AKR1D1 HSD17B4 CYP7A1 CYP8B1 BAAT CYP27A1 POR AMACR ACOX2 CYP2R1 SCP2 ACAA2 SLC27A5 
2.193623,1.773807,Cluster 0,threonine degradation,SDS BCKDHB BCKDHA DBT DLD SDSL 
0.44964668,2.1174848,Cluster 0,&gamma;-linolenate biosynthesis,SLC27A2 ACSL3 ACSM4 ACSM3 ACSL1 ACSM1 ACSL6 ACSL5 ACSM6 ACSM5 ACSL4 ACSBG2 ACSBG1 FADS2 
0.54621094,3.8825486,Cluster 0,2'-deoxy-&alpha;-D-ribose 1-phosphate degradation,DERA ALDH1B1 ALDH3A1 ALDH3B2 ALDH3B1 PGM2 
2.6016083,1.9708533,Cluster 0,2-oxobutanoate degradation,BCKDHB BCKDHA MCEE DBT PCCB PCCA MUT DLD 
