x,y,cluster,term,genes
12.56228,3.1964257,Cluster 0,PMC5731828 F1,RPS15 TCOF1 RPS6 RPL13A RPS2 RPS10 RPS20 RPS3 
11.260299,2.5406373,Cluster 0,PMC7492772 F3,APP NLGN1 LRRTM3 ABO BACE1 
12.030546,2.6012726,Cluster 0,PMC6638267 F8,PEX5 PEX7 PEX6 PEF1 PEX13 
11.6204405,2.1244936,Cluster 0,PMC4029488 F1,CRP POLE HP HPR PTS 
11.876174,3.908705,Cluster 0,PMC4515436 F12,RET CSF1 GDNF GSC GFRA1 
11.727551,2.294963,Cluster 0,PMC7589120 F1,DCAF17 FTL1-PS2 FTL1 ATP13A2 PANK2 PLA2G6 CP FTL WDR45 COASY 
11.913153,3.1930661,Cluster 0,PMC5587057 F2,PTPRN2 CCR1 DUSP6 EDN1 CCL23 RPS8 ZBTB16 ASRGL1 LIFR ETV7 SFRP4 FCGR4 KRT19 ID1 CD6 ITPKA GIPC2 ID3 KLRD1 ARHGEF3 CD247 FBP1 KCNG1 STX1A RAMP3 CCDC68 RPL12 HIF3A CD3G SFRP1 CD3D ACACA KLRB1A HERC6 KLRB1B KLRB1C CDH5 FCGR3B NRIP1 CYSLTR1 CCN5 NCAM2 C1QL1 DMAC2L MAP4K1 IGFBP5 VWF ARHGEF18 GZMD ZFP69B GZMF TNFRSF10B TNFRSF10A GZME GZMH KLF15 ESR1 GZMG PBX1 GZMK CCNA1 LCK PDE10A IL2RB APEX1 ERG PGR KLRB1 RAMP1 PKIG RAMP2 GPM6A CCL14 CALCRL TRAF3IP3 CFI PCDH10 PRF1 THSD1 TCF21 TSPAN12 CD79B EEF2K GNG11 GNLY PGBD5 LGALS2 SOX18 ZMAT4 TSPAN7 SYBU 
11.335933,2.5415401,Cluster 0,PMC5582996 F1,APP FAT1 HOMER1 FAT2 FAT3 FAT4 ATN1 DCHS1 VASP 
11.930468,3.5136409,Cluster 0,PMC6650964 F5a,GSR LRRC8A CSNK2A1 ANP32A GZMB DEK AP2A2 ATP2B2 PPP2CA STIP1 H1-6 MECP2 ATP5F1B HNRNPA2B1 MAPT SV2A H1F6 ARL8B STX1A 
12.055775,4.015224,Cluster 0,PMC6988322 F5,SMARCD1 CREBBP SMARCC1 SMARCC2 EP300 CP NR3C1 SMARCA4 SGK1 
12.993136,4.1313977,Cluster 0,PMC3543845 F2,TRAPPC1 ZNF264 CR2 INTS2 C2CD2 SPAG5 ARHGAP6 DYNLL2 PARP11 POLB PRDX6 CCNB2 WRN ZNF805 THEM5 CEP63 DCAF11 GTF2IRD2B 
12.48747,4.080229,Cluster 0,PMC6814307 F1,PTH CYP27B1 CYP24A1 CYP2R1 FGF23 
12.770403,2.9231021,Cluster 0,PMC4519954 F12,ABCA2 GBA IDUA GAA NAGA GNS GBA1 NAGPA GALNS GALC NAGLU IDS LARS LARS1 AGA GUSB 
12.726808,3.22046,Cluster 0,PMC4520659 F4,LUM FABP5 RXRB CRABP1 CRABP2 RARB 
11.936581,3.5617397,Cluster 0,PMC3548426 F1,CTC1 TEN1 TERT STN1 POT1A GAR1 TPP1 NOP10 POT1 NHP2 
12.72267,2.8784235,Cluster 0,PMC7232598 F4,DEFB103B USP8 USP16 NOTCH2 DEFB103A ADCY4 FANCG PNP VPS50 PPM1D DAB2 UBLCP1 NEK2 TMEM126A PGK1 PBK PNP2 CDKN3 S100A12 PAIP2 
13.007842,2.9411364,Cluster 0,PMC5574909 F1,SPHK2 SPHK1 SPP2 SPNS2 SPP1 
12.264672,3.2393808,Cluster 0,PMC4524600 F6,GHR LTB4R CALCR PRLR OXTR GRM5 LTB4R1 MLNR BDKRB2 SSTR2 GRIN2D GRPR 
12.889186,3.0965297,Cluster 0,PMC2828057 F1,DCTD RRM2 DCK CDA NT5C2 
12.025248,3.3862243,Cluster 0,PMC6657359 F7,SHOX2 HCN4 HAND2 ISL1 NKX2-5 TBX3 TBX18 
11.662378,2.286996,Cluster 0,PMC4526643 F2,PTP4A3 CD2 DDT SATB1 ACOX1 GRAP2 BAK1 CP NFE2L2 
13.324988,2.706565,Cluster 0,PMC7370863 F1,BTN3A2 BTN2A2 BTN3A1 BTN2A1 IPP 
11.889101,3.6269991,Cluster 0,PMC3543749 F2,TERT POT1A TPP1 NOP10 POT1 NHP2 
12.096139,4.3310633,Cluster 0,PMC2839281 F4,A LEF1 EDN3 TYRP1 KIT DCT ASIP MITF SOX10 TYR PAX3 
11.390727,4.685131,Cluster 0,PMC4029965 F7,CDADC1 UGCG BUB1B ERBB2 PGR TTK ESR1 CERT1 GBA3 STK4 AURKB 
12.685456,2.948709,Cluster 0,PMC7137995 F5,GAL GLB1 ST8SIA1 GM2A NEU1 ST3GAL5 ST8SIA5 ST20 B3GALT4 B4GALNT1 ST3GAL1 
11.638508,3.438932,Cluster 0,PMC4491894 F3,TGFB1 GSN LUM TGFB2 SRGN RIPK4 MMP1 FN1 LMO7 MERTK VEGFA DNM3 MAPK11 TUBB2B KITLG NMU OAS3 CPE ITGA11 SLPI TGFBI MCM6 DNA2 GAS6 MCM2 MMP1A GALNT12 HAPLN1 PRSS1 GALNT14 GPR68 SHC2 SERPINE2 NCAPG HMMR NCAPH PIK3R3 PCSK7 TYMS SFRP1 SKA3 CCND2 MYB USP1 GBP1 SPP1 CCN3 CCN2 FZD7 FST ADAM12 INHBA FANCA PRKCB VASN DCN MAF GAL OCLN PLCB4 GATM KITL LPCAT3 FBN1 DGKI TRY10 NRP2 SPARC GLDC BLM PMCH CFH LPL FHL1 FHL2 THBS1 SMC4 CENPA LTBP1 NTS THBS2 LPAR1 EDNRA CLSPN IGFBP7 
12.559055,2.8214395,Cluster 0,PMC4493570 F6,NPR1 BIN2 EBF1 EBF2 BAK1 
11.833744,3.4618294,Cluster 0,PMC4494966 F4,SREBF1 TFAP2C ELMOD3 MMP3 TIE1 QPCT CARD8 TUBB4A CLDN7 HAND1 TOLLIP VOPP1 TAOK2 TNFSF4 IRF8 NHLRC1 FGFR3 DEFB103B NOTCH4 SPARC ASAH2 DEFB103A CD151 TAGLN HSPB8 UMOD FOXO4 SAMSN1 CALB2 TSPAN8 MRC2 GPER1 SERPINF1 ANXA9 AHSP 
12.14443,2.6568294,Cluster 0,PMC7359838 F1,MAGOH AQR ISY1 PUF60 SNRNP27 CHERP SLU7 SNU13 RBM22 
12.144584,3.2940156,Cluster 0,PMC2853417 F7,PELP1 TBP IGFBP1 HDAC3 DDX5 CARM1 
12.889696,2.3227537,Cluster 0,PMC7405402 F2,ACE2 GAL NPS PPIA TMPRSS2 PRAME 
11.899104,3.2492366,Cluster 0,PMC4497387 F1,ACTB NPM1 RPS29 YWHAE TNPO1 RPS9 RPL12 GNB2 RPS2 RPS12 RPSA 
11.81366,3.701089,Cluster 0,PMC7941261 F5,TEF ERG ETS1 FOXN3 FOXN2 ALX1 
12.6383295,2.9848232,Cluster 0,PMC7495669 F5,SEMA3A TPH2 PPIL3 DDC FKBP14 GSS NDNF WBP11 NTS MAGOHB PAX8 RANGRF SIM1 
11.503376,3.8039474,Cluster 0,PMC4498148 F1,EGR1 MME CTNNB1 MMP3 PCDH9 DIXDC1 DKK1 CCNA2 SCD SOX2 KRT19 CCND2 BAMBI MECOM CCL7 ID3 SCD1 WNT1 
12.00098,3.2581315,Cluster 0,PMC5606034 F5,HDAC1 HDAC10 NDUFA4 SPHK2 MAOA MARS2 POMT2 MGST3 GPR87 XYLT2 RFNG PIK3C2G BPGM ASAH1 GPR155 SCP2 MAN2C1 ENPP2 PLCG1 CMKLR2 
11.69384,4.409874,Cluster 0,PMC3278830 F3,GSTM5 ITGA1 GSTM3 GSTK1 UGT2A1 ACTN4 NR1H3 NR5A2 WEE1 MCM6 ITGA6 PFN2 CYP2E1 ANAPC2 MGST1 FGF1 ADH7 NRAS ACTB PSMB8 CHEK1 RRAS2 HNF4A MYH14 RXRG 
12.142035,4.343015,Cluster 0,PMC2844177 F9,MC1R DCT MITF TYR USF1 
11.222913,2.514657,Cluster 0,PMC7349525 F3,HSPA9 GBA ATP13A2 TRAP1 LRRK2 GBA1 BAG5 PINK1 CDC37 BAG1 DNAJC6 BAG2 VPS35 
11.878946,3.078675,Cluster 0,PMC6636231 F2,OSCAR SIRPB1C SIRPB1B SIRPB1A RGS10 NFATC1 RGS12 SIRPB1 
12.717316,3.2305174,Cluster 0,PMC2843714 F4,OMP PURB ARC PURA ADK 
12.159792,4.329367,Cluster 0,PMC6636509 F8,MC1R TRA DCT MITF TYR 
12.105141,2.6269164,Cluster 0,PMC4033628 F3,B3GALNT2 POMT1 POMT2 POMK LARGE2 POMGNT2 
12.393887,2.7900934,Cluster 0,PMC4033628 F2,GALT FUT9 POMT1 POMT2 B3GAT1 POMGNT2 POMGNT1 
12.6909685,2.9104874,Cluster 0,PMC8042281 F1,KDM4A KDM4B KDM3A KDM5C KDM2A KDM2B KDM4D HDAC1 SETMAR TAL1 ME2 KMT5A ME1 KMT5C ME3 KMT5B EZH2 KDM6A KDM6B KDM5A 
11.689509,3.4419644,Cluster 0,PMC7931689 F2,ITGA1 POSTN PDGFRB SPARC FN1 BGN LAMB1 NID2 THBS2 COL1A2 VCAN GAN MYCT1 LOX COL10A1 COL11A1 
12.181531,4.31283,Cluster 0,PMC7993611 F1,POMC MC1R TYRP1 DCT MITF TYR 
12.133407,2.6941683,Cluster 0,PMC7141137 F3,CLK2 FOXB1 ZBTB14 SIX3 EVX1 
12.551447,3.1921532,Cluster 0,PMC4528250 F5,RPL4 ELF4 WNK1 RPS6 AGO1 
12.517102,3.7573886,Cluster 0,PMC6953115 F2,HDAC5 HDAC4 TRPC4 IDH2 TRPC3 PLP2 
12.092978,3.221081,Cluster 0,PMC5548104 F4,NDE1 TUBB WDR62 TUBA1A TUBG1 TUBA8 TUBB2B TUBB5 KIF2A TUBB3 NDEL1 DCX VAMP2 
12.290053,2.7059276,Cluster 0,PMC4546649 F6,PKD1 PKHD1 KIF12 HNF1B CYS1 PKD2 
11.191696,2.4944696,Cluster 0,PMC7923093 F5,ACTR3 SRGN GOLM2 EBF2 SSTR1 AGT PRSS54 TMEM178 MRAS RABEP1 MEX3C POLE3 TRPV5 APLNR RNF185 TMEM178A CHI3L1 OTUD5 SAA4 CHRNA7 CREBL2 NDRG3 CYP7A1 HSP90B1 XKRX RAP1A MRPL40 TGOLN2 H3C2 CASP3 H3C1 H3C4 H3C3 CLIC3 H3C8 H3C7 TMEM30A NAA11 GRID2 MBD1 IGFBP4 PTGR2 CACNB4 MLPH VAPB NOVA1 MKRN2 ABCE1 SLC22A5 WIPF1 LRRC18 GHRHR PPP1R2 H3C14 H3C15 DHX15 H3C10 H3C11 HORMAD2 RGS7 XYLB 
11.682935,3.993371,Cluster 0,PMC5542661 F1,SIAH1 TMEM185B ANXA3 DYRK2 CISH TMEM185A MTMR14 TESK1 RB1CC1 SIAH1A ADARB1 DUSP19 C1ORF21 JSRP1 UNK 1700025G04RIK RAP1A PFKM EBNA1BP2 HRAS RGS12 QRICH1 MAP4K5 
11.797691,3.6367002,Cluster 0,PMC3559342 F3,USP8 RPLP2 TRP63 DNTT CRHR2 ABR FGF17 GPR174 PRPF19 SALL4 APBB1 FSCN1 AVP CD200 TP63 
11.890767,2.2856255,Cluster 0,PMC7261770 F8,CERKL NPR1 LOX MAK MAPK3 BAK1 MAPK6 
11.671551,2.3875592,Cluster 0,PMC4020801 F3,GPX3 SERPINA1 SERPINC1 DDN SERPINA1B TTR SERPINA1C SERPINA1D SERPINA1E ALB APOA1 SERPINA1A HRG FGA PTGDS 
11.680194,3.883942,Cluster 0,PMC7994620 F4,PRKAR1B PRKAR1A GNAS PRKACB PDE11A PDE8B PRKACA 
12.8572035,3.2201989,Cluster 0,PMC4545213 F4,PER3 PER2 PER1 CRY2 CRY1 FBXL3 CLOCK 
12.809777,3.0680788,Cluster 0,PMC6677770 F7,DCTD DCK DNMT1 CDA SAMHD1 
11.583078,4.382472,Cluster 0,PMC3748992 F5,TYRP1 MSN ACTG1 FN1 MITF CALML3 GNG12 TYR ACTB MYLPF DCT GNA12 RAC3 MYL11 MAPK1 
11.831613,3.0354521,Cluster 0,PMC5539204 F6,ITGB1 LUM MMP16 SMOC2 COL22A1 TLN2 
13.015883,2.8052108,Cluster 0,PMC3291637 F1,NFS1 FES NUBPL GLRX5 BOLA3 NFU1 ISCU 
12.896279,2.3259318,Cluster 0,PMC3560469 F2,ACE2 ACE DAP TYR AGT 
13.080733,2.9412737,Cluster 0,PMC5531310 F1,ACER3 SMPD4 SMPD1 SPHK1 S1PR1 S1PR4 DEGS1 
11.580133,2.8742135,Cluster 0,PMC4562633 F4,STARD3 GBP7 SH3GLB1 SP110 RSAD2 NMI SHISA5 TAP2 TAP1 LOC102638047 AP3B1 PPP2R5A TMCO3 TAPBP PSMB9 CXCL11 RAB32 NPC2 RAB35 ORAI2 CHMP4B MITD1 STK40 SNRPC GM16026 NOD1 NOD2 RRBP1 ATP10A GLRX ORC5 CASP8 RAB21 TMEM67 CASP4 JARID2 B2M MTHFR DCK ISG15 PLAAT3 VASP MOV10 PARP11 PARP12 PSMA5 RAB10 PROCR TPST1 PSME2 MNDA LCN2 VDAC3 TIMELESS SSX2IP TNP2 RIGI CFB GM15753 GRN MVP LGALS3BP SPPL2A IFIT2 ICAM1 MMP25 LOC677525 SLC25A22 HMG20A ENPP4 MAPK6 LGALS8 
