x,y,cluster,term,genes
8.774279,10.927979,Cluster 0,Ethanol Effects On Histone Modifications WP3996,ELP3 AHCY TYMS DHFR MTHFR EHMT2 ATF2 HDAC2 KAT2B MTR MAT1A HDAC1 HAT1 SLC19A1 ACSS2 ADH1B CYP2E1 ADH1A ALDH1A1 ALDH2 ADH1C ALDH1A2 ALDH1A3 HDAC3 HDAC4 HDAC5 HDAC6 HDAC7 HDAC8 HDAC9 HDAC10
8.149955,10.709331,Cluster 0,Arylamine Metabolism WP694,UGT1A9 UGT1A4 CYP1A2 SULT1A2 NAT2 SULT1A1 NAT2
7.4879737,12.011905,Cluster 0,Benzo A Pyrene Metabolism WP696,CYP3A4 AKR1C2 AKR1C3 CYP1A1 AKR1A1 EPHX1 AKR1C4 CYP1A1 AKR1C1 CYP1B1 CYP1B1
7.7717376,11.362775,Cluster 0,Octadecanoid Formation From Linoleic Acid WP5324,CYP2C19 ALOXE3 CYP1A2 GPX4 CYP3A4 ALOX12B PTGS1 CYP2C8 CYP2C9 CYP4A11 ALOX15 EPHX3 ALOXE3 GPX4 ALOXE3 CYP2C9 CYP2C9
8.088931,11.170597,Cluster 0,Estrogen Metabolism WP697,COMT UGT1A6 CYP1A2 UGT1A1 UGT1A1 SULT1E1 COMT UGT1A6 SULT1A1 ARSL UGT1A6 NQO1 CYP3A4 UGT1A1 CYP1A1 SULT1A1 UGT2B7 UGT1A6 COMT UGT1A9 UGT1A6 UGT1A1 UGT1A6 COMT UGT1A9 UGT1A6 CYP1A2 GSTA1 UGT2B7 CYP3A4 UGT1A1 UGT1A6 UGT1A6 UGT1A3 GSTM1 STS CYP1A1 NQO1 ARSD UGT1A1 UGT2B7 SULT1A1 CYP1B1
7.5129743,12.653303,Cluster 0,Male Steroid Hormones In Cardiomyocyte Energy Metabolism WP5320,HSD17B3 HSD17B2 SRD5A1 AKR1C3 AKR1C3 HSD3B2 HSD3B1 HSD3B2 HSD17B3 SRD5A2 HSD17B14 HSD17B14 CYP19A1 HSD17B3 AKR1C3 CYP17A1 SULT1A1 HSD17B2 CYP17A1 CYP11A1 CYP19A1 HSD17B14 UGT1A1 HSD17B14
7.7995844,11.27436,Cluster 0,Oxidation By Cytochrome P450 WP43,CYP26A1 CYP4F11 CYB5B CYP2C9 CYP2C8 CYP2B6 CYB5R1 CYP4F22 CYB5A CYP2C9 CYP4Z1 CYP2C9 CYP4F8 CYP1B1 CYP2C18 CYB5R4 CYP4A22 CYB5B CYB5R2 CYP11B1 CYP27B1 CYP2A6 CYP4F3 CYP26C1 CYP2C9 CYP51A1 CYP4A11 CYP2A7 CYB5B CYP7B1 CYP2C9 CYP19A1 CYP3A43 CYP26B1 CYP7A1 CYP3A4 CYP2W1 CYP8B1 CYP2S1 CYP39A1 CYP2R1 CYP46A1 CYP4B1 CYP1A2 CYP4V2 CYP2U1 CYP2J2 CYP4X1 CYP51A1 CYP2E1 CYP11A1 CYP20A1 POR CYP17A1 CYP4F2 CYP3A5 CYP27A1 CYP2A13 CYP2F1 CYP2C19 CYP27C1 CYB5R3 CYP11B2 CYP24A1 CYP2C9 CYP4F12 CYP1A1 CYB5A CYB5A LOC107987478 CYP2D6 LOC107987479 CYP3A7
8.043288,11.074884,Cluster 0,Glucuronidation WP698,UGP2 PGM3 PGM5 PGM2 HK1 UGDH PGM1 UGT2B17 UGT1A4 UGT1A8 UGT2A3 UGT1A6 UGT2B15 UGT2B4 UGT2B10 UGT1A10 UGT1A5 UGT2A1 UGT1A1 UGT1A9 UGT2B28 UGT2A2 UGT2B7 UGT2B11 UGT1A3 UGT1A7
8.303229,10.613486,Cluster 0,Aflatoxin B1 Metabolism WP699,AKR7A2 CYP1A2 AKR7A3 GSTM1 CYP2A13 EPHX1 CYP1A2 CYP1A2 CYP2A13 CYP3A4 CYP3A4
8.004521,10.967444,Cluster 0,Metapathway Biotransformation Phase I And II WP702,GSTA5 CYP4B1 NDST4 GSTA4 AKR7A2 NAA30 SULT1C4 UGT1A5 NAT2 UGT1A4 CYP39A1 CYP27A1 LOC107987478 CYP2D6 LOC107987479 NDST2 CYP2U1 FMO5 NDST3 HS6ST1 GSTT2 UGT1A7 CYP4F3 AKR1C2 CYP4X1 HS3ST1 MGST2 HS3ST3A1 CYP2A7 CYP4F22 CHST7 TPMT GLYAT HNMT BAAT FMO3 CYP2B6 CYP2C19 CHST1 GSTA1 CYP24A1 CHST3 UGT1A10 CYP4F12 UGT2B4 SULT1B1 UGT1A9 CYP27C1 CYP2A6 SULT1C4 CYP46A1 CYP2C9 CYP4V2 NAA80 GSTM4 GPX2 CYP11B1 CYP2C18 CYP4F11 GLYATL1 UGT1A1 CYP1A2 AKR1B1 HS3ST2 NAT14 GPX3 CYP1B1 GLYATL2 GSTO1 CYP20A1 CYP2S1 SULT1E1 CYP19A1 CYP21A2 AKR7A3 CYP26C1 SULT2A1 HS6ST2 CYP27B1 CYP26B1 AKR1A1 FMO1 UGT2B7 NAA20 UGT2A2 INMT NNMT GSTM2 AKR1C3 CYP2W1 NAT10 CHST11 CHST9 SULT1C3 GAL3ST4 CYP3A7 UGT2B15 UGT2B11 CYP7A1 GSTZ1 CYP4F2 CHST2 CYP2F1 GAL3ST1 HS3ST5 GSTK1 GAL3ST3 HS2ST1 CYP8B1 CYP1A1 GSR SULT4A1 HS6ST3 CYP11B2 GSTM5 CYP4Z1 AKR1C4 UGT2A1 NDST1 AKR1C1 KCNAB1 GSTCD CHST13 CYP7B1 CYP11A1 CYP2C8 UGT2A3 CHST10 SULT1C2 EPHX1 NAT9 NAT8L SULT1A2 NAA50 HS3ST4 UGT1A6 GPX4 CYP2R1 HS3ST3B1 SULT2B1 GSS GPX5 CYP4F8 EPHX2 CHST5 UGT2B28 CYP3A4 GSTM1 KCNAB3 FMO2 GSTA3 KCNAB2 NAA40 FMO4 CYP26A1 SULT1A1 CYP2E1 CHST14 SULT6B1 HS3ST6 CYP17A1 CHST4 MGST1 UGT2B17 SULT1A4 AKR1B10 NAT8 CYP3A43 UGT1A6 CYP3A5 GSTA2 GSTP1 COMT CHST6 UGT1A3 CYP2J2 MGST3 AKR1D1 GSTO2 GSTM3 GAL3ST2 GSTT2B CHST8 CYP2A13 CYP51A1 CHST12
8.629699,12.302125,Cluster 0,Non Genomic Actions Of 1 25 Dihydroxyvitamin D3 WP4341,CAMK2A CAMK2B CAMK2G PLCB1 PLCB2 PLCB3 PLCB4 PLCD1 PLCD1 PLCD1 PLCD1 PLCE1 TLR2 TLR8 PRKCE PRKCH PRKCQ RXRB STAT1 STAT2 JAK1 IFI44L ISG15 OAS2 RSAD2 IKBKB MED1 PLCG2 IFI27L2 CYP27B1 SP3 PRKCG PRKCB PRKCA RXRG CD40LG PRKCD VDR RXRA CAMK2D ETS1 TLR4 VDR CD40 CYP27B1 VDR TYK2 STAT2 STAT1 VDR VDR VDR SP1 VDR JUN KRAS HRAS NRAS MAPK3 MAPK1 MAPK7 MAPK8 MAPK9 PRKCZ VDR NFKB1 RELB NFKB2 NFKB1 RELB NFKB2 MAPK8 MAPK9 TNFRSF1A TNF MAPK11 MAPK14 MAPK13 MAPK12 MAPK11 MAPK14 MAPK13 MAPK12 CYP24A1 CAMP DEFB4B DEFB4A NOD2 VDR CCL2 CXCL8 IL6 CAV1 IFNGR1 IFNG IFNA2 IFNAR2 IFNGR2
8.51505,12.15428,Cluster 0,Vitamins A And D Action Mechanisms WP4342,VDR RXRA RARA RXRA RARA RXRA
8.024577,10.891443,Cluster 0,Sulfation Biotransformation Reaction WP692,SULT1E1 PAPSS2 SULT1A1 PAPSS1 G6PD SULT6B1 SULT4A1 SULT1A4 SULT1A2 GSR SULT2A1 SULT1C3 SULT1C4 SULT1C2 SULT1C4 SULT1B1 SULT2B1
7.6950703,11.851102,Cluster 0,Bile Acids Synthesis And Enterohepatic Circulation WP4389,MAPK1 FXR1 ABCG8 LDLR CYP7A1 ABCB11 ABCG5 FXR1 MAPK3 FGF19 SLC10A1 FGFR4 SLC10A2
8.5901785,12.259189,Cluster 0,Vitamin D In Inflammatory Diseases WP4482,NFKB1 CHUK IKBKB IKBKG RELA NFKBIA IL6 TNF RXRA SMAD4 PPP3CA PPP3R1 MAP2K3 SMAD3 NFATC1 DUSP1 MAPK14 MAP2K6 MAP3K1 VDR VDR MED14 NR3C1 VDR SMAD3 NFATC1 RELA NFKB1 NFKBIA RXRA
