x,y,cluster,term,genes
0.47989726,1.9720303,Cluster 0,Brush Border Assembly (GO:1904970),CALML4 CDHR2 CDHR5 MYO7B USH1C
0.60326827,1.5941564,Cluster 0,Signaling Receptor Ligand Precursor Processing (GO:0140448),BCHE CASP1 CORIN CSTL1 DPP4 ECE1 EEF1AKMT4-ECE2 FURIN MBOAT4 MEP1A MMP12 PCSK1 PCSK2 PCSK4 PCSK5 PCSK6 PCSK7 PLA2G7 SCG5
1.7149224,3.6114345,Cluster 0,Negative Regulation of Organic Acid Transport (GO:0032891),FIS1 GRM7 SLC43A1 SLC43A2 TRH
0.8168171,0.6007982,Cluster 0,Signal Release (GO:0023061),ABCC4 ADAM17 ADAM8 FFAR4 KPNA4 LEP NANOS2 PCSK5 PORCN SLC44A4 TGM2 WLS
0.8687887,1.5781989,Cluster 0,Signal Peptide Processing (GO:0006465),FURIN HM13 IMMP1L IMMP2L PARL PCSK5 SEC11A SEC11C SPCS1 SPCS2 SPCS3 SPPL3
0.55265945,2.7946787,Cluster 0,Sensory Perception of Sound (GO:0007605),ALDH7A1 ANKRD24 ATP2B4 ATP6V0A4 ATP6V1B1 BIRC5 CABP2 CACNA1D CCDC50 CDC14A CDH23 CEACAM16 CEMIP CHRNB2 CLIC5 CLRN1 CLRN2 COL11A1 COL11A2 COL1A1 COL2A1 COL4A3 CRYM DCDC2 EML2 EPS8L2 ESPNL EYA1 GRAP GRM7 GRXCR1 GRXCR2 GSDME HOMER2 HOXA1 HPN KCNE1 KCNQ1 KIT LHFPL3 LHFPL5 LOXHD1 LRP2 MARVELD2 MKKS MYH14 MYO1A MYO3A MYO3B MYO7A MYO7B NDUFB9 NIPBL OTOR OTOS P2RX2 PAX3 PCDH15 PDZD7 PJVK POU3F4 PTPRQ REST RIPOR2 RORA SERPINB6 SLC26A4 SLC26A5 SLC52A3 SNAI2 SOD1 SPNS2 SPTBN4 STX4 TBL1X TBX1 TFAP2A TIMM10 TIMM13 TIMM8B TIMM9 TMC1 TMC2 TMEM63B TMIE TOMT TPRN TSPEAR USH1C USH1G USH2A USP53 WDR1 WFS1 WHRN ZNF354A
0.75817585,3.1732914,Cluster 0,Sensory Perception of Smell (GO:0007608),BBS4 BEST2 CNGB1 DRD2 GFY GNAL GNAS GPR148 LOC112268384 MKKS NXNL2 OBP2B OMP OR10A2 OR10A3 OR10A4 OR10A5 OR10A6 OR10A7 OR10AC1 OR10AD1 OR10AG1 OR10C1 OR10D3 OR10G2 OR10G3 OR10G4 OR10G6 OR10G7 OR10G8 OR10G9 OR10H1 OR10H2 OR10H3 OR10H4 OR10H5 OR10J1 OR10J4 OR10J5 OR10K1 OR10K2 OR10P1 OR10R2 OR10S1 OR10T2 OR10Z1 OR12D1 OR12D2 OR12D3 OR13C2 OR13C3 OR13C4 OR13C5 OR13C8 OR13C9 OR13D1 OR13F1 OR13G1 OR13H1 OR13J1 OR1C1 OR1D2 OR1D5 OR1E1 OR1K1 OR1Q1 OR1R1P OR2A1 OR2A12 OR2A14 OR2A2 OR2A25 OR2A4 OR2A42 OR2A5 OR2A7 OR2AE1 OR2AG1 OR2AG2 OR2AJ1 OR2AK2 OR2B11 OR2B2 OR2B3 OR2B6 OR2B8 OR2C1 OR2C3 OR2D2 OR2D3 OR2F1 OR2F2 OR2G2 OR2G3 OR2G6 OR2H1 OR2H2 OR2I1 OR2J1 OR2J2 OR2J3 OR2K2 OR2L13 OR2L2 OR2L3 OR2L5 OR2L8 OR2M2 OR2M3 OR2M4 OR2M5 OR2M7 OR2S2 OR2T1 OR2T10 OR2T11 OR2T12 OR2T2 OR2T27 OR2T3 OR2T33 OR2T34 OR2T35 OR2T4 OR2T5 OR2T6 OR2T7 OR2T8 OR2V1 OR2V2 OR2W1 OR2W3 OR2Y1 OR2Z1 OR4D1 OR4E1 OR4E2 OR51B4 OR51B5 OR51B6 OR51I1 OR51I2 OR51M1 OR51V1 OR52A1 OR52A5 OR52D1 OR5AC2 OR5AK2 OR5AN1 OR5AP2 OR5B12 OR5B17 OR5B2 OR5B21 OR5B3 OR5D13 OR5D14 OR5D16 OR5D18 OR5D3P OR5F1 OR5I1 OR5L1 OR5L2 OR5M1 OR5M10 OR5M3 OR5M8 OR5M9 OR5T1 OR5T2 OR5T3 OR5V1 OR6A2 OR6B1 OR6C2 OR6C3 OR6K2 OR6K3 OR6K6 OR6N1 OR6N2 OR6P1 OR6Q1 OR6Y1 OR7A5 OR8A1 OR8B12 OR8B2 OR8B3 OR8B4 OR8B8 OR8D1 OR8D2 OR8D4 OR8G1 OR8G3 OR8G5 OR8H1 OR8H2 OR8H3 OR8I2 OR9G4 OR9I1 OR9Q1 OR9Q2 RIC8B SLC24A4 SYT10 TAAR5 TAAR6 TAAR9 UBR3
0.5040589,3.5531158,Cluster 0,Sensory Perception of Pain (GO:0019233),CCL2 CCR2 CHRNA4 CHRNB2 KCNA2 KCNK4 MMP12 MRGPRX2 NIPSNAP1 OPRK1 OPRL1 OPRM1 P2RX4 P2RX7 PRDM12 PROK2 PTGES RETREG1 SCN11A SCN9A TRPA1
1.4885217,2.8300989,Cluster 0,Carbon Dioxide Transport (GO:0015670),AQP6 CA2 HBA1 HBB HBD HBE1 HBG1 HBG2 HBZ MINDY4 RHAG
0.60113215,2.796008,Cluster 0,Sensory Perception of Mechanical Stimulus (GO:0050954),ALDH7A1 ANKRD24 ATP2B4 ATP6V0A4 ATP6V1B1 BIRC5 CABP2 CACNA1D CCDC50 CDC14A CDH23 CEACAM16 CEMIP CHRNB2 CLIC5 CLRN1 CLRN2 COL11A1 COL11A2 COL1A1 COL2A1 COL4A3 CRYM DCDC2 EML2 EPS8L2 ESPNL EYA1 GRAP GRM7 GRXCR1 GRXCR2 GSDME HOMER2 HOXA1 KCNE1 KCNQ1 LHFPL3 LHFPL5 LOXHD1 LRP2 MARVELD2 MYH14 MYO1A MYO3A MYO3B MYO7A MYO7B NDUFB9 NIPBL OTOR OTOS P2RX2 P2RX4 PAX3 PCDH15 PDZD7 PIEZO2 PJVK POU3F4 RIPOR2 RORA SERPINB6 SLC26A4 SLC26A5 SLC52A3 SNAI2 SOD1 SPNS2 SPTBN4 STX4 TBL1X TBX1 TFAP2A TIMM10 TIMM13 TIMM8B TIMM9 TMC7 TMEM63B TMIE TOMT TPRN TSPEAR USH1C USH1G USH2A USP53 WDR1 WFS1 WHRN ZNF354A
