x,y,cluster,term,genes
9.935441,8.554584,Cluster 0,long term synaptic depression (GO:0060292),SLC24A2 ARF1 SLC24A1 PICK1 PLK2 SHANK2
9.680173,8.029281,Cluster 0,polyol transport (GO:0015791),PGAP1 SLC2A13 AQP7 SLC5A11 SLC5A3 AQP1 SLC26A6 AQP2
8.632843,9.692524,Cluster 0,positive regulation of potassium ion transmembrane transporter activity (GO:1901018),LRRC26 LRRC38 ACTN2 AKAP9 LRRC52 ATP1B3 LRRC55 ATP1B2 ATP1B1 ANK2 GAL GALR2
9.990871,7.381203,Cluster 0,collecting duct development (GO:0072044),TFAP2B BMP4 PKD1 WNT7B DACT2 PAX2
9.850225,7.995066,Cluster 0,glucose import (GO:0046323),RAB4B SORT1 HNF1A SLC2A12 SLC2A13 SLC2A10 SLC2A4 SLC2A6 SLC2A8
9.225036,9.725149,Cluster 0,regulation of delayed rectifier potassium channel activity (GO:1902259),KCNE1 KCNE2 KCNE3 KCNAB1 ANK3 KCNRG AKAP6 KCNS1 NOS1AP KCNS2 SUMO1 NPPA RNF207 VAMP2 KCNG1
10.256228,8.576108,Cluster 0,cellular ion homeostasis (GO:0006873),SLC12A5 ATP13A2 P2RY2 SLC4A11 SLC4A1 RHAG RHCG
9.263994,9.45726,Cluster 0,axonogenesis (GO:0007409),EPHA5 EPHA8 LUM CCK FRS2 ISL1 L1CAM AFG3L2 SHTN1 FEZ1 FEZ2 LRRN2 ULK2 ULK1 LRRN1
8.801326,9.300472,Cluster 0,neurotransmitter loading into synaptic vesicle (GO:0098700),SLC32A1 SLC17A6 SLC17A7 SLC17A8 SLC18A1 SLC18A2
8.758981,8.913691,Cluster 0,regulation of cell morphogenesis involved in differentiation (GO:0010769),CHRNB2 SEMA4D SSH3 RAP2A SSH1 SSH2 PTK2 ADGRB3 HECW2 RUFY3 NEDD4 SARM1 SDC2 NSMF TNIK EPHA4
10.244434,7.7328305,Cluster 0,cellular response to glucagon stimulus (GO:0071377),GCGR GCG GNG13 GNG12 GNB1 PRKAR1B GNB3 PRKAR1A GNB2 GNB4
