x,y,cluster,term,genes
18.755455,5.7145133,Cluster 0,COLORECTAL OR ENDOMETRIAL CANCER,LIMA1 LITAF TDP2 ZNF429 CLEC3A PRCP GDPD5 KLF4 HOXB1 TET2 SH2B3 NANP TMTC1 NCAM2 GUCY1A2 RNGTT SCAF8 FBP1 ECT2L TSHZ1 LSAMP ARL5B PSMC3IP EZH2 GMCL1 NPAS3 CSRNP3 MGAT5B
19.124249,7.0456,Cluster 0,MITOCHONDRIAL DNA COPY NUMBER,NAALADL2 SSTR4 PATJ MED24 CSF3 ANKLE1 USHBP1 SLC39A11 PSMD3 ANO8 BSND NR2F6 GNAO1 TYRP1 BABAM1 MGAT4C PLVAP CTNNA3 PCSK9 DDA1 HSDL1 MRPL34 PRKG1 ABHD8 GTPBP3
18.738506,6.634215,Cluster 0,RESPONSE TO ANTIPSYCHOTIC TREATMENT IN SCHIZOPHRENIA,MEGF10 TNIK SLC1A1 SPATA6L CNTNAP5 PCDH7 NBEA
18.305588,5.3935447,Cluster 0,CHOLANGIOCARCINOMA IN PRIMARY SCLEROSING CHOLANGITIS,RBM22 SMIM3 IRGM SYNPO MYOZ3 DCTN4 ZNF300 NDST1
18.311108,5.726603,Cluster 0,LIVER FIBROGENESIS (ALPHA SMOOTH MUSCLE ACTIN LEVELS),ST6GALNAC3 IL2RA NOL10 BAZ1A TUBB3 HTR7
18.83721,5.3787365,Cluster 0,BODY MASS INDEX AND DIASTOLIC BP (BIVARIATE ANALYSIS),KIF21B LCP2 SLC39A11 EFHC2 GNGT2 SAYSD1 ROBO1 KEAP1 UFM1 ARL15
18.591766,5.3709025,Cluster 0,POST BRONCHODILATOR PERCENT PREDICTED FEV1 IN SMOKING,SERPINA1 HHAT LPIN1 SLCO1A2 MYH3 GPR39 MICOS10 ETV1
19.156788,6.521159,Cluster 0,PROBLEMATIC ALCOHOL USE IN TRAUMA-EXPOSED INDIVIDUALS,ST3GAL1 CHL1 B4GALT6 PTPRT SCLT1
18.822317,6.4861465,Cluster 0,CIRCULATING LEPTIN LEVELS IN HIGH CARDIOVASCULAR RISK,SMOC2 GPR15 DNAH8 SORCS1 MTHFS TP63 SLIT3 CPNE4 CHN2 ADGB
19.432825,5.302693,Cluster 0,RESPONSE TO PLATINUM-BASED CHEMOTHERAPY (CARBOPLATIN),PDE1A IFNLR1 LILRB4 AKAP13 PDE3A NBAS RARS1
18.730816,6.1101522,Cluster 0,LOGICAL MEMORY (IMMEDIATE RECALL) IN NORMAL COGNITION,FSIP1 SLC16A7 ZNF250 ANAPC4 ZNF16 C1QTNF8 ZNF251 PI4K2B ZCCHC4 SOX8 LMF1 SSTR5 GPR176 HBG2 HBE1 HBD HBG1 HBB ZNF34 ZNF7 OR51V1 RPL8 BTBD3 ZNF517 COMMD5 THBS1
18.586,5.7269335,Cluster 0,RESPONSE TO METFORMIN (IC50),STX1B MID1IP1 ZNF668 SH3TC1 POLD3 STX4 GOLIM4
