x,y,cluster,term,genes
3.5989006,4.572758,Cluster 0,"trans,trans-Farnesyl Diphosphate",FDPS FNTB FNTA GGPS1 PDSS2 PDSS1 DHDDS FDFT1 
4.0643134,5.2984257,Cluster 0,Phosphatidate,MBOAT2 DGKZ MBOAT1 LPIN1 DGKQ LPIN2 LPIN3 DGKK DGKI CDS2 DGKH CDS1 DGKG DGKE DGKD DGKB DGKA AGPAT1 AGPAT2 PLD2 LCLAT1 PLD1 AGPAT3 PLD4 AGPAT4 PLD3 AGPAT5 
3.8383472,5.418201,Cluster 0,Phosphatidylglycerol,LPGAT1 LPCAT4 LPCAT2 LPCAT1 LCLAT1 
4.001926,4.8492637,Cluster 0,Deamino-NAD+,NUDT12 NMNAT2 NMNAT1 NMNAT3 NADSYN1 
2.9270995,4.1508894,Cluster 0,Cysteine,GGCT CBS GCLC GOT2 GOT1 MOCOS CTH PPCS CARS2 GCLM CDO1 
4.0315986,5.4599786,Cluster 0,Phosphatidylserine,PTDSS2 PTDSS1 LPCAT4 MBOAT2 PISD MBOAT1 
3.1832693,4.5252047,Cluster 0,Creatine,GAMT CKMT2 CKM CKMT1B CKMT1A 
4.001282,4.419339,Cluster 0,Phosphoenolpyruvic Acid,PKM NANS PKLR ENO2 ENO3 PCK2 PCK1 
3.648255,5.243612,Cluster 0,Phosphoethanolamine,PHOSPHO1 SGPL1 PCYT2 CHKB ETNK2 ETNK1 
4.32119,5.121697,Cluster 0,Choline Phosphate,SMPD4 PCYT1A SMPD3 PHOSPHO1 PCYT1B CHKB SMPD2 SMPD1 ENPP7 
3.750702,5.2137675,Cluster 0,Choline,PHOSPHO1 PTDSS1 CHKB CHKA CHDH CHAT PLD2 GPCPD1 PLD1 PLD4 PLD3 
2.9509158,5.0780888,Cluster 0,Cholesterol,STS CYP27A1 SULT2B1 CYP11A1 SOAT1 DHCR24 CYP46A1 CYP7A1 DHCR7 LIPA 
3.4672782,4.831438,Cluster 0,Pantetheine 4'-Phosphate,PANK3 PANK1 PANK2 ENPP1 PPCDC 
3.6917706,4.224693,Cluster 0,Phosphoribosyl Pyrophosphate,PRPS2 NAMPT QPRT PRPS1 PPAT NAPRT HPRT1 PRPS1L1 
3.2185502,5.354646,Cluster 0,Pyruvaldehyde,GRHPR AOC3 MAOB MAOA GLO1 AKR1B10 
3.1679394,3.8729508,Cluster 0,Pyruvic Acid,SDS PDHA1 PKLR GPT2 MPST NPL PDHB GPT LDHD PKM LDHB PC LDHA TST CTH ME2 ME1 DLAT DLD AGXT2 LDHAL6A 
3.7940822,4.18635,Cluster 0,Arginine,GATM RARS2 NOS3 ARG2 CARNS1 ASL NOS1 NOS2 AZIN2 
3.7186906,4.0556116,Cluster 0,Ribose 5-Phosphate,RBKS PRPS2 RPIA PRPS1 PRPS1L1 TKT PGM2 PGM1 
3.4870853,4.5127172,Cluster 0,Isopentenyl-diphosphate,FDPS IDI1 IDI2 GGPS1 PDSS2 PDSS1 MVD 
3.373406,4.837379,Cluster 0,S-(Formylmethyl)glutathione,GSTM5 GSTM4 GSTM3 GSTM2 GSTM1 GSTO2 GSTO1 GSTP1 MGST2 MGST3 GSTT2 MGST1 GSTT1 HPGDS GSTA5 GSTA4 GSTA3 GSTA2 GSTT2B 
3.2877038,3.952978,Cluster 0,Alanine,MOCOS KYNU GPT2 SCLY AGXT2 GPT AGXT 
