x,y,cluster,term,genes
2.7058759,9.137813,Cluster 0,Cytotoxic CD4+ T Cell Liver Human,ABCA2 ABI3 ADGRG1 ADGRG5 ADRB2 AGPAT4 AHNAK AKR1C3 APMAP ARL4C ARL5A CCL4 CCL5 CD244 CD300A CEP78 CHST12 CST7 CTSW CX3CR1 DSTN EFHD2 FCGR3A FCRL6 FGFBP2 FGR FUT11 GK5 GLUL GNLY GSTP1 GZMA GZMB GZMH GZMM HOPX KLRG1 LGR6 LILRB1 LITAF LLGL2 LPCAT1 LYAR MBL2 MYBL1 MYO1F NKG7 NPRL2 OSBPL5 PAFAH2 PATL2 PLEK PLEKHA1 PLEKHG3 PPP1R9B PRF1 PROK2 PRSS23 PTCH1 PTGDS PTPN4 PXN PZP RAB29 RAP1B RAP2B RASSF1 RUNX3 S1PR5 SAMD3 SH3BP5 SLAMF7 SLC2A1 SPON2 SUN2 SYNE1 SYNE2 TGFBR3 TM4SF19 TMEM181 TTC16 TTC38 VCL ZEB2 ZNF683
2.6878343,8.755461,Cluster 0,Naive T(Th0) Cell Blood Human,CD27 CD3D CD4 CD7 ITGB1 KLRG1 LRRN3 NPM1 SELL TCF7
2.559668,8.8347225,Cluster 0,Naive T Cell Peripheral Blood Human,CD27 CD4 CD8A CD8B SELL
2.7159204,8.899463,Cluster 0,Naive IL7R+ T Cell Bile Duct Human,CD40LG CD69 CD8A CD8B GZMA GZMH GZMK IFNG IL9R
2.7575872,8.728701,Cluster 0,Naive CD8+ T Cell Undefined Human,CD4 CD8A GPR183 IL7R LEF1 LTB S100A10 SATB1 SELL TCF7
2.738548,8.739054,Cluster 0,Naive CD8+ T Cell Spleen Mouse,CCR7 IL7R LEF1 SELL TCF7
2.7727418,8.727126,Cluster 0,Naive CD8+ T Cell Bone Marrow Human,CD8A FOXP1 IL7R LEF1 NELL2 SELL TCF7
2.4632215,9.059282,Cluster 0,Innate Lymphoid Cell Spleen Human,DDIT4 GNLY ID2 IL7R KLRB1 SOX4
2.7108865,8.799152,Cluster 0,Memory B Cell Germinal Center Mouse,BCL2 CCR6 CD38 CD80 GPR183 IL9R KLF2 S1PR1 ZBTB32 ZEB2
2.742559,8.732901,Cluster 0,Naive T(Th0) Cell Colorectum Human,CD27 CD28 LEF1 S1PR1 SELL TCF7
2.446092,8.848263,Cluster 0,Memory CD4+ T Cell Blood Human,AQP3 CD3E CD4 CD69 IL2RA IL7R S1PR1
2.6954775,9.01152,Cluster 0,Memory CD8+ T Cell Blood Human,CD38 CD69 CD8A CXCR4 FGFBP2 GNLY GZMH GZMK IL7R KLRG1
2.316337,8.996671,Cluster 0,Immune Cell Undefined Human,CD2 CD28 CD37 CD4 CD48 CD5 CD52 CD53 CD6 CD69 CD7 CD86 CD96 FCER1G FCGR2A ICAM3 ITGB2 LAIR1 LY9 MYO1G PPP1R9B PTPRC SIGLEC5 SIRPG SLAMF6 SLAMF7
2.5321898,8.845492,Cluster 0,Memory CD8+ T Cell Peripheral Blood Human,CD3D CD3E CD69 CD8A GZMK
2.70933,8.909485,Cluster 0,Naive CD8+ T Cell Bile Duct Human,CD69 CD8A CD8B GZMA GZMH GZMK IFNG
2.4295566,9.043711,Cluster 0,Immune Cell Lung Human,CD247 CD3E CD4 CD68 CD74 CD8A CPA3 GNLY IL7R IRF8 JCHAIN KIT MAPK14 MKI67 MS4A1 MSR1 MZB1 NCAM1 PDCD1 PPARG PTPRC S100A4 VCAN
2.5818057,8.776288,Cluster 0,Naive CD4+ T Cell Undefined Human,CD4 CD8A LEF1 LRRN3 SELL
2.7339766,8.721203,Cluster 0,Memory CD8+ T Cell Undefined Human,GPR183 IL7R LEF1 LTB S100A10 SATB1 SELL TCF7
2.6730957,8.743573,Cluster 0,Memory Stem Cell(Tscm) Undefined Human,CD27 CD28 CXCR3 FAS IL2RB IL7R ITGAL SELL
2.5821009,8.79984,Cluster 0,Memory CD4+ T Cell Peripheral Blood Human,CCR6 CCR7 CD27 CD3D CD3E CD4 CD69 DPP4 GPR183 GZMK IL7R KLRB1 S100A4
2.7031772,8.742721,Cluster 0,Naive T(Th0) Cell Peripheral Blood Human,CD27 CD3D CD4 FABP5 HMGA1 HSP90AB1 HSPD1 IL7R LEF1 NCL NPM1 PTMA SELL
2.5489087,9.119813,Cluster 0,Natural Killer T (NKT) Cell Kidney Human,CD3E CD8A FCGR3A GNLY IL7R KLRD1 NCOR2 PRF1
2.4915118,9.050292,Cluster 0,Natural Killer T (NKT) Cell Peripheral Blood Human,CD8B FCGR3A NCAM1 PTPRC ZNF683
2.3912964,8.842097,Cluster 0,T Cell Blood Human,CD19 CD22 CD247 CD27 CD38 CD3D CD3E CD3G CD4 CD40LG CD69 CD7 CD8A CD8B CRTAM CXCR6 FAS GATA1 GBP5 GIMAP7 GZMH HLA-B ICOS IFITM1 IFNG IL2RA IL7R ITGAE KLRG1 LCK LEF1 LTB NCAM1 NCOR2 NKG7 PDCD1 PRF1 PTPRC SLAMF1 TCF7 TNFRSF9 TNFSF14 TNFSF8 TXNIP UCHL1
2.4855287,8.846336,Cluster 0,Effector Memory T Cell Peripheral Blood Human,CD27 CD4 CD8A CXCR5 SELL
2.355187,8.947309,Cluster 0,Gamma Delta T Cell Peripheral Blood Human,CD2 CD3D CD3E CD4 CD5 CD7 CD8A CD8B GNLY NKG7 SLC4A10
2.6654606,8.737456,Cluster 0,Effector Memory T Cell Undefined Human,CCR7 CD44 EOMES IL7R KLRG1 LTB SAR1A SELL TNFRSF25
2.7281597,8.798839,Cluster 0,FGFR1LowNME5- Epithelial Cell Esophagus Human,ARRDC2 CCDC15 CD52 CD69 CDIP1 CLCA2 CLOCK CRTC1 CYTIP DCAKD DIAPH3 DIPK1B DNAJC4 FABP3 GAS2L1 GAS7 GPC1 HYCC1 IL10RA IRGQ ISYNA1 L3MBTL3 LAPTM5 LPXN LTV1 MBNL3 MCUR1 MFSD3 NDRG4 NUP160 NUP35 PEX11A PHTF2 PIP4K2A PPP1R9B PWWP2A RBSN RNF166 RPL39L SH3KBP1 SHLD2 SLC2A3 SPATC1L TCF7 TET1 TMEM183A TRAF1 ZNF142 ZNF462
2.3111777,8.869049,Cluster 0,Fibroblast Bile Duct Human,APOC3 CD14 CD3D CD7 CEL KRT19
2.4416068,8.826251,Cluster 0,Leukocyte Blood Human,CD14 CD19 CD2 CD27 CD274 CD28 CD38 CD4 CD40 CD40LG CD69 CD86 CD8A CTLA4 DNA2 EOMES FAS FCGR3A HAVCR2 IFNG IL2RA IL7R ITGAL ITGAM ITGAX LAG3 MKI67 MS4A1 NCAM1 PDCD1 PRF1 PTPRC TBX21
2.6770184,9.122627,Cluster 0,Finally Highly Effector (TEMRA) Memory T Cell Blood Human,CCL5 CST7 GNLY GZMA GZMH NKG7
2.1689365,8.980889,Cluster 0,Cancer Cell Lymph Human,BCL2 CCDC50 CD274 CREB3L2 CYB5R2 DIPK1C FAS FCER2 FGFR1 FOXP1 IL4I1 IRF4 ITPKB JAK2 LIMD1 LMO2 MAML3 MME MTX2 MYBL1 NEK6 PDCD1LG2 PIM2 RAB29 S1PR2 SERPINA9 SH3BP5 STAT6 TFRC TIRAP TNFRSF13B TNFRSF1A TNFRSF8 TRAF1 TSPAN7
2.699928,9.070096,Cluster 0,Natural Killer Cell Testis Human,GZMB GZMH GZMK GZMM KLRB1 KLRG1 KLRK1
2.6395516,9.070552,Cluster 0,Natural Killer Cell Nasal Polyp Human,CD96 GZMA GZMB GZMH NCR3 ZNF683
2.6765294,9.151523,Cluster 0,Natural Killer Cell Liver Mouse,CCL5 CMA1 EOMES GZMA GZMB H2AZ1 IL2RB IRF8 ITGA1 ITGA4 KLF2 KLRB1 KLRG1 LGALS1 NCR1 NFKBIA NKG7 NR4A2 PRF1 SELL XCL1 ZEB2
