x,y,Name,Genes
4.691241,4.00786,2005 nitrogen dioxide air pollution 24016 raw,MSRA HLA-G MAPK8IP1
4.32522,3.748382,2006 nitrogen dioxide air pollution 24017 raw,MSRA HLA-G
4.443937,3.8202486,2007 particulate matter air pollution (pm10) 24019 raw,MSRA RIMS2 SLC9A5 HDGFL1 AMY1C CDH12 FRMD4B
7.3210306,7.8301215,A/AS levels or equivalent 6138 2,RHOA MECR BTN3A2 CADM2 NSUN3 SUMF1 SORCS3 LINGO1 PTPRF GPD2 HIST1H4H EXOC4 CALU G2E3 RNF182 PIK3C3 MPHOSPH9 QRICH1 UTRN
1.1915163,9.697902,Able to confide 2110,SEMA6D ZNF19 OR9I1 BNC2 PHF2 PTPRJ GRAMD3 MARVELD3 MDFIC PMFBP1 PRKD1
7.058882,6.668651,Able to pay rent/mortgage as an adult 20525,SEPT10 MAML3 BAI3 TSHZ3 OR9Q1 GPHN
5.159038,5.8692284,Accpeted invitation to complete dietary questionnaire 110001,EBF1 ADAMTS9 ZNF599
7.6724,8.188783,Added milk to filtered coffee 100280,TMEM135 TJP1 RAP1GAP2
9.633874,7.1456165,Adult-onset Still disease STILL ADULT,TNXB RING1 LTB MICA MUC21 C1ORF52
8.425182,11.197518,Age asthma diagnosed 3786 raw,IL33 GSDMB TSLP BAZ1B ARHGAP27 TLR1 ID2 HLA-DQB1
3.7399323,6.485517,Age asthma diagnosed by doctor 22147 raw,NYAP2 ZPBP2 THEM4
6.405994,6.039227,Age at first live birth 2754 raw,BARHL2 RHOA MAML3 HTT BCL11A GATAD2A STMND1 TMEM182 MST1R TMTC2 TRAF3 LHFPL3 PAX1 ESR1 HS6ST2 IKZF4 SORCS3 CDH8 MMS22L CNGB3 IP6K2
6.6836185,5.037401,Age at last live birth 2764 raw,USP4 BCL11A MST1R LONRF2 SORCS3
9.324323,10.10822,Age at menopause 3581 raw,TMEM150B GK ACSL1 FSHB ARID3A APTX NRBP1 MSL2 SLCO4A1
7.4569893,4.782225,Age cataract diagnosed 4700 raw,PTPRN2 PTCD3 CA10 AKR1E2 LRRN3 WDPCP LMO4 KAZN MED13L HS3ST2 SHISA7 FAM133A KIF16B RFX7 APLF KATNAL1 SPNS2 CPEB4 COPS8 UTRN FRK
7.9321094,8.144194,Age completed full time education 845,ARFGEF2 RHOA RARS2 PLCL2 BTNL2 SORCS3 LINGO1 PTPRF EXOC4 CDK2AP1
4.1067085,4.9854712,Age diabetes diagnosed 2976 raw,C9ORF135 KDM4C FOXB1 CDKL5 MAS1L MYO5B HLA-B C12ORF55 ZBTB9 LPHN2 MEX3B TH TMEM18 NFIB CDH11 HLA-DQB1 RPP21 CIAPIN1 FOLR4 TRIM39 KLRB1 TRIM32
8.091728,4.9780974,Age first had sexual intercourse 2139 raw,ABCG8 TFAP2B RBFOX1 KIRREL3 CADM2 IST1 CACNA2D2 TYW3 KLHL29 VRK2 C20ORF197 C20ORF112 LRP1B FOXP2 CPEB1 LRFN5 HIST1H4H CNTN3
8.120943,9.080287,Age hay fever/rhinitis/eczema diagnosed 3761 raw,MAGI2 EYA2 ARNT BTNL2 ACTL9 WDR36 SERPINB7 TLR1 RPS26 RAD51B HLA-DQB1
3.584432,6.6132665,Age high blood pressure diagnosed 2966 raw,CACNB2 ATXN2 NOS3 ARL3 OR5P2 ZNF831 RGL3 CDH18 FGF5 RPH3A
7.8535237,7.6881,Age started hormone-replacement therapy 3536 raw,RSL1D1 TMEM150B MCM8 ARHGAP6
11.213799,9.59985,Age started smoking in current smokers 3436 raw,ATRNL1 P2RY11 TRIQK RRM1 ANKRD30B MIB1 NPEPL1 MAB21L1 CDH13 SIK3 C21ORF2 ACO1
3.6615634,6.5032845,Age started smoking in former smokers 2867 raw,CCBE1 METTL15 GALNT16 GRK7
7.655662,3.5628076,Age started wearing glasses/contact lenses 2217 raw,RBFOX1 TFAP2D UBE2I ZNF165 CADM2 ZNF281 PRSS56 DCDC1 LRIT2 GPD2 BRWD1
5.5447054,9.046417,Age stroke diagnosed 4056 raw,ATRNL1 USP6NL TMEM51 COBL OLIG3 LMO7 CRIM1 OTOL1 TSN SPANXN3 GRM7 HES1
6.982073,6.9700794,Age when cancer first diagnosed 20007 raw,GPRIN3 OR7G1 SLC44A5 IRX1 PTPRQ NAGLU FMR1 ELAVL2
7.359058,5.15659,Age when periods started 2714,PTPRN2 TFAP2B C11ORF63 CA10 TLE1 PCGF5 LMO3 CADM1 FBXO11 SMARCA2 SYTL4 LRP1B PML OLFM3 GNPDA2 LIN28B MAPKAPK3 GTF2IRD2 STAMBP BRWD1 PDE7B
