x,y,Name,Genes
6.0146947,0.88338244,positive regulation of posttranscriptional gene silencing (GO:0060148),FXR1 ZFP36 DHX9 XPO5 FMR1 STAT3 WTIP PUM2 AJUBA PUM1 LIMD
3.2379818,5.398253,regulation of cell cycle process (GO:0010564),UVRAG SH3GLB1 RMI2 CAV2 HMGA2 PRPF40A ZFYVE26 KLHL21 CDC25C APC CDK5 CDC16 CCP110 KLHL9 CCDC8 SLC25A33 KIF20A CDK13 PIK3C3 KIF20B OBSL1 CALM2 CALM3 CALM
2.671907,1.9038172,angiotensin-activated signaling pathway (GO:0038166),AHCYL1 SRC CA2 ACTN2 CAMK2A CAV1 AGTR
3.339131,14.310261,"DNA-templated transcription, termination (GO:0006353)",CPSF7 CAVIN1 CPSF2 CPSF1 CPSF4 CPSF3 ALYREF CD3EAP UPF3B SRRM1 DDX39A DDX39B SARNP ZC3H11A SSU72 DMTF1 SRSF3 SRSF4 SNRPF SRSF5 SNRPG SRSF6 POLR3K SRSF7 SNRPE CHTOP SNRPB SRSF
4.2124777,3.8187454,regulation of protein sumoylation (GO:0033233),EGR1 RWDD3 PIAS4 HDAC4 CTNNB1 MUL1 PARK7 FSCB PIAS1 GNL3 PIAS3 RNF4 GNL3L RASD2 CAPN3 MAGEA2 RNF22
0.608244,3.26453,regulation of cellular response to stress (GO:0080135),ARMT1 HSPA1L NUP214 NUP210 NUP93 PINK1 NUP98 MAPKAPK2 HSPA1A AJUBA FKBP4 HSPA1
4.035858,1.2004774,potassium ion import (GO:0010107),SLC12A3 KCNJ5 SLC12A4 KCNJ6 KCNJ10 SLC12A5 SLC12A6 KCNJ8 KCNJ11 KCNJ12 KCNJ9 KCNJ13 ABCC9 SLC12A1 KCNJ14 KCNJ15 SLC12A2 KCNJ16 ATP1B4 KCNJ18 ATP1B3 ATP1B2 ATP1B1 ATP4B ATP4
5.6727934,-1.2007617,protein complex disassembly (GO:0043241),FZD2 FZD1 GABARAPL2 CSNK1A1 GABARAPL1 LIX1L WNT3A FZD5 CAV1 VPS33A AXIN1 PYM1 PPP1CA VAMP8 APC LIX1 CHMP3 TECPR
2.4681406,-0.56211877,protein insertion into mitochondrial membrane (GO:0051204),BCL2L11 BAD COX18 BAX PMAIP1 BMF MOAP1 MAIP
7.8126535,3.1742842,regulation of mitotic spindle assembly (GO:1901673),PLK1 VPS4B HNRNPU SMC1A CCSAP SMC3 STAG2 TPR PMEPA1 CHMP1B CHMP1A CHMP2B HSPA1A CHMP4C CHMP2A CHMP4B CEP97 CHMP5 HSPA1
0.85909647,5.5025434,formation of extrachromosomal circular DNA (GO:0001325),ERCC1 SMARCAL1 SLX4 BLM WRN ARTN EXO1 XRCC3 DNA2 TERF1 SLX1
-1.471658,1.1982613,adherens junction assembly (GO:0034333),CTNNB1 ZNF703 TBCD PIP5K1C SMAD7 RAMP2 VC
0.73212737,7.3658895,positive regulation of insulin-like growth factor receptor signaling pathway (GO:0043568),GHRHR CDH3 GHRH IGF1 PHIP WNT1 GH
2.6954546,1.8002534,regulation of potassium ion transport (GO:0043266),KCNIP1 NANOS1 KCNIP2 KCNIP3 KCNIP4 ACTN2 KCNAB1 KCNAB2 ANK3 ANK2 ADRA2A KCNE1B DLG1 OR5T1 OR56A1 CASQ2 OR56A5 OR56A
-0.90603155,10.054204,vacuolar acidification (GO:0007035),ATP6V0C ATP6V0E1 ATP6V0B ATP6V0E2 ATP6V0D1 SLC11A1 CCDC115 TCIRG1 CLN6 TMEM199 CLN5 DMXL1 CLN3 DMXL2 PPT1 ATP6V0A4 ATP6V0D2 ATP6V1H ATP6V0A1 ATP6V0A
13.971729,-2.7981155,regulation of protein localization to early endosome (GO:1902965),RDX ROCK2 DTX3L MSN SORL1 EZ
-2.546093,0.8687336,positive regulation of cellular metabolic process (GO:0031325),TGFB1 EDN1 PDGFRB STARD4 EGF ANXA2 PRELID1 ANGPT1 APOA2 MT3 APOA5 ACOD1 APOA4 SCRIB AGT TGFBR2 RNF41 VEGFA MAPK14 AHI1 SFRP4 NFKBIA PAX8 APOA1 AGTR1 TP5
1.0838586,4.0527444,regulation of DNA methylation (GO:0044030),H1FOO MECP2 DNMT3L KDM1B KMT2A DPPA3 MPHOSPH8 GRHL
11.048077,5.9182796,sulfur compound biosynthetic process (GO:0044272),CSGALNACT2 CSGALNACT1 LUM B3GAT3 B3GAT2 GSS GLCE B3GAT1 KERA GSTZ1 GSTA4 GSTA3 CTH GSTA2 GSTA1 CSPG5 GGT3P CSPG4 CDO
4.6179914,-0.53787154,induction of positive chemotaxis (GO:0050930),CXCL8 CXCL12 NTF3 VEGFC VEGFD AZU1 SCG2 VEGFA PGF VEGF
1.319063,-14.652135,ATP hydrolysis coupled proton transport (GO:0015991),ATP4A ATP1A4 ATP1A3 ATP1A2 ATP1A1 ATP12A ATP6V1
-3.7774613,-0.53436947,positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511),CDKN1C CITED1 SMAD4 CITED2 HSP90AB1 CDKN2B TGFB1I1 THBS1 HIPK2 ING2 SDCBP FLCN GIPC1 STK11 SNW1 ADAM17 DAB2 MEN1 RNF11
2.7367656,5.9547033,nucleotide-excision repair (GO:0006289),UBE2I USP7 LIG1 HUS1 LIG4 LIG3 RBX1 COPS5 COPS4 COPS6 COPS3 COPS2 COPS8 ZNF830 PPIE TP53 UBE2
0.5294936,3.2948904,positive regulation of RNA metabolic process (GO:0051254),TGFB1 UTP15 MAP2K2 PNPT1 DIMT1 MAP2K1 WDR75 DYRK1A NFKB1 SUPV3L1 ERN1 LIN28A BMP4 MYCN SETX PIK3R1 HSPA1A RBM20 RBM22 ZPR
2.2365947,3.3711638,negative regulation of innate immune response (GO:0045824),CR1 PTPN2 FAM3A MUL1 TNFAIP3 ACOD1 NLRC5 INS DCST1 NLRC3 CNOT7 RPS19 IRAK3 IFI16 TRAFD1 DHX58 SERPING1 TYRO3 A2M CACTI
3.598884,2.3966184,protein localization to basolateral plasma membrane (GO:1903361),AP4M1 RAB10 PDZD11 CAV1 LIN7B LIN7A LIN7
1.6234741,3.7822156,negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway (GO:0039532),NPLOC4 RNF125 SEC14L1 TKFC DHX58 C1QBP GPATCH3 TSPAN6 RIOK3 UFD
5.1233706,-0.019859504,cellular transition metal ion homeostasis (GO:0046916),ATP13A2 SCARA5 CCDC115 CYBRD1 MT3 HFE2 CP MT4 BMP6 TF MT1A MT1B TFR2 MT1G ISCU MT1H ACO1 ABCG2 MT1E MT1
3.5214915,0.7793452,regulation of response to stress (GO:0080134),CRHBP ABCB1 IL10 DYRK3 BMP10 H2AFY MLC1 EIF4G1 OPRM1 STOX
-0.5347073,1.8245555,pulmonary valve morphogenesis (GO:0003184),NOTCH1 JAG1 TGFB2 NOTCH2 SMAD6 HEYL BMP4 HEY2 HEY1 GJA5 TBX20 STRA
1.7768676,4.0335097,DNA-templated transcriptional preinitiation complex assembly (GO:0070897),TBP GTF2A2 TAF11 GTF2B TAF12 MED6 TAF1 TAF6L TAF7L TAF1B TAF7 TAF6 BDP
2.2572782,0.4606613,negative regulation of membrane potential (GO:0045837),HEBP2 PRELID1 MAPT ARL6IP5 BNIP3 PMAIP
3.0301344,3.1915116,glucan catabolic process (GO:0009251),MGAM AGL PYGB GAA PYGL PHKA2 PYGM PHKB PHKA1 PGM2L1 PHKG2 STBD1 PHKG1 GYG1 GYG2 PGM2 PGM1 CALM
3.0398273,2.4937901,membrane raft polarization (GO:0001766),MALL CMTM8 CD2 MARVELD1 MAL MAL2 PLL
2.586345,2.5588534,peptidyl-cysteine modification (GO:0018198),NANOS2 PRDX3 CHCHD4 NANOS1 TMX3 PARK7 S100A8 RAB6
3.0685022,3.6823013,positive regulation of peptidyl-lysine acetylation (GO:2000758),PAXIP1 NANOS1 BRCA1 FOXP3 RPS6KA5 IL1B SOX4 RPS6KA4 TADA2A TADA2B ARRB1 RUVBL2 MAPK3 PPARGC1A BRD
-0.7801758,2.1852505,Golgi to lysosome transport (GO:0090160),GAK AP4M1 EHD3 CCDC91 AP1G1 LAMP1 ANKFY1 RBS
3.6699603,2.0150816,quaternary ammonium group transport (GO:0015697),SLC22A5 SLC22A4 SLC25A29 SLC22A1 SLC22A3 SLC22A
-3.5741882,2.634237,hyaluronan metabolic process (GO:0030212),TGFB1 ABCC5 CEMIP HEXA HEXB HMMR FGF2 LYVE1 SLC9A1 IL1B TMEM2 CHORDC1 HYAL1 HYAL2 HYAL3 HAS2 STAB2 HAS1 HAS3 GUSB CD4
0.26776785,4.374851,positive regulation of histone methylation (GO:0031062),SMAD4 AUTS2 DNMT3B TET1 SIRT1 SNW1 WDR61 MTF2 OGT PHF19 DNMT1 CHTOP PAF
-1.5168269,1.103653,epithelial tube morphogenesis (GO:0060562),ACVR1 MEF2C SCRIB MTSS1 RHOB VEGFA BMP4 COL4A1 CSNK2B LHX1 FGF10 MET PRKD2 CCM2 MEGF
