x,y,Name,Genes
5.275668,5.7349653,4p partial monosomy syndrome,LETM1 CPLX1 CTBP1 NSD2 WHCR FGFRL1
7.8747334,2.8029008,achromatopsia,PDE6H CNGB3 CNGA3 PDE6C GNAT2
7.034157,6.6809397,acute lymphoid leukemia,BCR GNB1 FLT3 TAL2 TAL1 NUP214 NBN
7.857457,6.817791,acute myeloid leukemia,CEBPA NPM1 CHIC2 FLT3 CBFB DNMT3A NUP214 RUNX1 LPP MLF1 GATA2 ETV6 PICALM MLLT10 KIT NSD1 TERT KRAS SH3GL1 JAK2
6.6693187,1.3046662,adult junctional epidermolysis bullosa,COL17A1 LAMA3 LAMB3 ITGB4 LAMC2
4.002755,2.8880658,age-related macular degeneration,ARMS2 CFH ABCA4 HTRA1 RAX2 FBLN5 C3 CST3 CFHR1 CFHR3 HMCN1 APOE ERCC6
9.327596,5.5974774,aicardi goutieres syndrome,RNASEH2C RNASEH2B TREX1 RNASEH2A SAMHD1
8.876746,3.373663,alpha-dystroglycan related dystrophy,FKRP POMT1 GMPPB POMT2 FKTN LARGE1
6.7921543,4.6874495,alzheimer's disease,APP NOS3 ABCA7 HFE APOE MPO PSEN1 PLAU PSEN2 A2M
6.532134,6.858668,amyotrophic lateral sclerosis,SIGMAR1 FUS C9ORF72 VCP DCTN1 SOD1 FIG4 SETX VAPB ALS2 UBQLN2 ANG NEFH PRPH TARDBP SPG11 OPTN
7.208997,3.5884607,anophthalmia-microphthalmia syndrome,RAX PAX6 CRYBA4 VAX1 PAX2 PORCN BMP4 DACH1 SOX2 GATD3A SIX6 SIX3 NHS HESX1 OTX2 BCOR IKBKG PITX3 PITX2 VSX2 TFAP2A
8.363287,6.3856506,aplastic anemia,TERT IFNG NBN PRF1 SBDS
5.65315,1.8573896,arrhythmogenic right ventricular cardiomyopathy,RYR2 DSP TGFB3 JUP PKP2 DSG2 TMEM43 DSC2
7.648952,4.284016,ashkenazi jewish disorders,TGFB1 FCGR2A BLM GBA HEXA SMPD1 ELP1 FANCC ASPA CFTR MCOLN1
6.8758974,5.0496006,"asthma, susceptibility to",CCL11 IL13 ALOX5 SCGB3A2 TNF ADRB2 PLA2G7 HLA-G HNMT MUC7
8.322987,2.7141016,atrial fibrillation,KCNE2 ABCC9 KCNQ1 GJA5 KCNA5 KCNJ2
2.7096496,3.2469845,atrial septal defect,TBX20 TLL1 GATA4 ACTC1 MYH6
4.0224495,4.1851373,atypical hemolytic uremic syndrome,CFHR1 THBD CFI CFHR3 CFH CFHR4 CD46 CFB C3
4.729591,7.1933646,autism spectrum disorder,MECP2 SNRPN NLGN4X NLGN3 RPL10 PTCHD1 TBR1 SHANK2
8.197782,6.4011006,autoimmune lymphoproliferative syndrome,NRAS CASP8 CASP10 FAS KRAS FASLG
6.6863356,1.6089318,autosomal dominant non-syndromic sensorineural deafness type dfna,GSDME TMC1 WFS1 EYA4 MYO7A GRHL2 POU4F3 DIAPH1 GJB3 GJB2 P2RX2 GJB6 KCNQ4 MYH9 DIABLO COL11A2 ACTG1 SIX1 MIR96 COCH MYO6 MYH14 SLC17A8 CCDC50 TECTA
9.272098,1.9242861,bardet-biedl syndrome,MKKS BBS2 BBS1 ARL6 WDPCP CCDC28B BBS10 BBS12 TTC8 TMEM67 BBS9 BBS7 TRIM32 CEP290 SDCCAG8 BBS5 BBS4 MKS1
6.0806575,4.6240716,beckwith-wiedemann syndrome,CDKN1C KCNQ1 KCNQ1OT1 IGF2 H19-ICR H19
3.6068437,6.126989,brugada syndrome,CACNB2 HCN4 KCNE3 CACNA1C GPD1L SCN5A SCN3B SCN1B
8.243659,7.1669555,carcinoma of colon,DCC MLH1 SMAD4 AXIN2 MSH2 SMAD7 MLH3 TGFBR2 APC PIK3CA DLC1 BUB1B MSH6 FGFR3 BMPR1A TP53 GALNT12 SRC CTNNB1 FLCN NRAS STK11 EPCAM POLD1 EP300 AKT1 BUB1 MUTYH PMS2 PMS1
2.399358,3.613438,cardiomyopathy,DSP TGFB3 MYBPC3 ABCC9 CAV3 JUP TNNC1 EYA4 ACTN2 TMEM43 SDHA DES TNNT2 MYL2 MYL3 RBM20 PKP2 DSG2 TCAP CRYAB MYH6 DSC2 MYH7 VCL MYLK2 RYR2 LAMA4 PRKAG2 NEXN PSEN1 PSEN2 LDB3 TTN ACTC1 JPH2 TAZ LMNA PLN TMPO SGCD CSRP3 BAG3 SCN5A TPM1 TNNI3 ANKRD1 MYOZ2 FKTN
5.919005,6.221829,charcot-marie-tooth disease,MARS1 EGR2 MME TRPV4 GDAP1 WARS1 FIG4 GJB1 INF2 GARS1 MCM3AP GNB4 PMP22 DYNC1H1 RAB7A BSCL2 MTMR2 CNTNAP1 YARS1 DCTN2 PRPS1 HSPB8 IGHMBP2 LITAF JPH1 HK1 LRSAM1 HSPB1 NDRG1 DRP2 FGD4 DNAJB2 SGPL1 PRX SH3TC2 MPZ AIFM1 MFN2 NEFL KIF1B SBF2 MORC2 AARS1 SBF1
