x,y,Name,Genes
12.834349,4.421043,Acinar CL0002064,CELA3A CLPS CPA1 CTRB1 CTRB2 PRSS1 PRSS2 REG1A REG1B
11.719759,7.747315,Activated Stellate CL0002410,BGN COL1A1 COL1A2 COL3A1 COL6A3 CTHRC1 LUM SFRP2 TIMP1
11.776015,7.372507,Adventitial Fibroblast CL0000057,C3 CCDC80 DCN FBLN1 IGFBP6 LAMA2 PIK3R1 SCARA5 SFRP2
10.515542,9.388594,Airway Smooth Muscle UBERON0004225,ACTA2 CASQ2 DSTN FLNA KCNAB1 MYH11 MYL9 PLN RERGL
15.239469,7.4987354,Alpha Islet Cell CL0000171,CRYBA2 GC GCG GPX3 MAFB PCSK2 PEMT PPP1R1A TM4SF4
12.039895,5.3599124,Alveolar Epithelial Type 1 CL0002062,AGER ARHGEF26 DST EMP2 GPRC5A LAMA3 LMO7 RTKN2 SCEL
12.192849,5.644933,Alveolar Epithelial Type 2 CL0002063,ABCA3 CLDN1 GPRC5A LAMP3 LPCAT1 MAP7D1 NAPSA SFTPA1 SFTPA2 SFTPB SFTPC SFTPD
14.002159,5.723935,Alveolar Fibroblast CL0000057,A2M ADH1B AOC3 C7 CFD GPC3 LUM MYH10 RARRES2
11.969187,6.3455014,Artery UBERON0001637,ARGLU1 BMX DKK2 EFNB2 EPAS1 FBLN5 GJA5 HEY1 PTPRB
12.109776,12.536204,Astrocyte CL0000127,ADGRV1 AQP4 ARHGAP24 COL5A3 CST3 GPC5 HPSE2 RNF219.AS1 SLC1A2
12.361019,13.121554,Astrocyte 1 CL0000127,AGT ANGPTL4 AQP4 FAM189A2 FGFR3 GFAP GJA1 ID3 RASL12
11.830756,5.704747,Astrocyte 2 CL0000127,APOE FGFR3 GJA1 GJB6 LINC00982 NFATC4 PRODH SDC4 SLC1A3
6.5197434,7.773787,AXL+ Dendritic Cell CL0000451,AXL CLEC4C DNASE1L3 GAS6 IL3RA LGMN LILRA4 PPP1R14A SCN9A
6.492096,7.495911,AXL+ Myeloid Dendritic Cell CL0000782,AXL CLEC4C GAS6 IL3RA LGMN LILRA4 LTK PPP1R14A SCN9A
13.791141,5.453726,AXL+ Plasmacytoid Dendritic Cell CL0000784,AXL CLEC4C DNASE1L3 EPHB1 LILRA4 LRRC26 LTK PROC SCN9A
1.8630186,2.4557338,B Cell CL0000785,BANK1 CD74 CD79A CD79B HLA-DQA1 IGHM MEF2C MS4A1 RALGPS2
1.8788756,1.978306,B CL0000236,ADAM28 BANK1 BLK CD22 CD79A CD79B LINC00926 MS4A1 SP140
11.6635475,5.788849,Basal CL0000646,CCND2 CLDN1 DST FHL2 ITGA2 KRT15 KRT17 KRT19 KRT5 LAMB3 PERP S100A2 SFN
9.622545,6.991406,Basophil/Mast 1 CL0000766,CPA3 GNPTAB HIPK2 HPGDS KIF13B KIT MS4A2 RGS13 SLC18A2
7.3328094,8.134116,Basophil/Mast 2 CL0000766,AREG BIRC3 CD69 GATA2 GPR65 ICAM1 KDM6B SRGN TNFRSF9
10.02906,7.0034256,Basophil/Mast CL0000766,CD44 CPA3 GATA2 GRAP2 HDC HPGDS KIT MS4A2 TPSAB1
15.009207,7.2346773,Beta Islet Cell CL0000169,ADCYAP1 C12ORF75 DLK1 G6PC2 GSN HADH IAPP INS INS-IGF2
12.575994,6.4541383,Bronchial Vessel 1 CL0002328,COL15A1 EMCN ENPP2 INHBB PLVAP POSTN SPARCL1 SPRY1 VWF
7.0489006,7.5181894,Bronchial Vessel 2 CL0002328,ARID5A CD200 EMP1 ESAM ITPRIP LPAR6 RGCC SOCS3 SOX17
12.483973,6.7007737,Bronchial Vessel CL0002328,COL15A1 EMCN ENPP2 INHBB PLVAP POSTN SPARCL1 SPRY1 VWF
