x,y,Name,Genes
3.0644953,5.9828024,100 gene most correlated to LDLRAD4 based on ARCHS4 co-expression,ABCA9 ARFGEF3 ARHGAP27 ARSB ATXN1 C1QA C1QC CABLES1 CD3E CHAD COL10A1 COL27A1 CSF1R CTSS CX3CR1 CYB5R2 DGKI DGKZ DPP8 DYRK2 EIF4A2 EIF5A2 FAM102B FAM189A1 FEZF2 GPR34 HEXB HIVEP2 HSPA1B IER5 IL10RA IL6ST ITGB5 KCNAB1 KCTD12 LCK LGMN LNPEP LPCAT4 MAP3K5 MSL2 NFATC1 NFATC2 NRIP1 NT5E NUAK1 OLFML3 P2RY12 P2RY13 PAG1 PCOLCE2 PDE3B PDGFB PELI3 PITPNM2 PLXDC2 PMEPA1 PPAN PREX1 RHOB RHOH RNF225 RPS6KA5 RTL1 SELPLG SIRPA SLC12A6 SMAP2 SPARC SRGAP2 SYNJ2 TGFBR1 TGFBR2 TMEM119 TMEM144 TNPO2 TPBGL TREM2 VSIR
2.8350108,7.7852173,152 Down Genes from GEN3VA Mouse Lung; Accession: GSE19137 Platform: GPL1261 Entry 6,ADH1C ALDH1A1 ANXA1 ATP1B1 BGN BMP4 BNIP3 BNIP3L BPIFA1 C5 CA3 CAPZA2 CAT CBX3 CCKAR CCNI CES1 CHIA CNBP COL3A1 COX7A2L CSDE1 CYB5A CYP2F1 DBP DCN DDR2 DDX3X DEK DPT DRAM1 DSTN DYNLRB2 DYNLT3 EDAR EEF1B2 EID1 EIF3E ENPEP FABP4 FAM102B FBXO16 FHL1 FMO1 FMO2 FNDC3B FSTL1 GPAM GSTA3 HADH HIPK3 HLF HP HSD11B1 IL17A INMT ITGA8 KCNA7 KLF9 LGALS1 LIMCH1 LRAT LRRC58 LYZ MAMDC2 MBNL1 METTL7A MGST1 MSANTD4 MYH1 MYH10 MYLIP MYLK NACA NAP1L1 NFIB NPM1 NR1D2 NREP NUPR1 OGN PABPC1 PAICS PCNP PCOLCE2 PDE5A PHLDB2 PKD2 PLS3 PON1 PPIA PPP1CB PRDX1 PTGR1 PTPRB RAB9A RABL2A RBM3 RBMS1 RGS2 RNASE4 RPL10 RPL10A RPL11 RPL13A RPL15 RPL21 RPL22 RPL23 RPL26 RPL3 RPL4 RPL5 RPL7 RPL7A RPS11 RPS12 RPS14 RPS15 RPS17 RPS24 RPS26 RPS4Y1 RPS5 RPS7 SCGB1A1 SCGB3A1 SCGB3A2 SCP2 SERPINB6 SFTPD SH3BGRL SLC25A3 SLC34A2 SMIM15 SPECC1L SSR3 TCF4 TJP1 TMEM260 TNNC2 TNS3 TP53INP1 UQCRC2 VEGFA VPS26A WFDC2
-2.67634,7.248906,178 positive hits from CRISPR screen of Heaton et al. in A549-ACE2 cells,ACAP2 ACTR2 ADORA1 AGPS AKR1B10 ANKRD34C ARHGEF9 ARRB2 ATM ATP1A4 AURKB AVPR1A BRF2 BROX BUD13 CA6 CCDC25 CCDC77 CCDC89 CD4 CD55 CDH22 CDK14 CEP128 CGB2 CHRNA5 CPVL CRNKL1 CRP CSN3 CSRNP2 DCAF17 DDX43 DNAJC17 DNAJC5G DUOX1 EIF2B4 EMP1 ERVV-1 ESR1 ETV3L F8A3 FAM189B FAM227B FAM229A FANCE FAR2 FCAMR G3BP2 GALNT15 GAMT GDF1 GFRA3 GOT1L1 GPALPP1 GPATCH3 GPR107 GRTP1 GYPA HELQ ITFG1 KCNH3 KRT40 L3MBTL1 LIN54 LIPK LRIT3 LRRN3 LSM12 LYRM4 MBOAT4 MDH1B MEIS2 MLLT3 MNAT1 MRGPRF MRPL16 MYCL MYO5B NDST3 NDUFA9 NF2 NHLRC2 NISCH NLGN4X NMI NONO NR2C1 NSMCE4A NUDT10 NXPH3 NYNRIN ODF3 OST4 OXCT1 PCDHGB2 PCSK6 PDK1 PDP2 PHLDA3 PIK3R2 PIWIL1 PNPLA8 PPP3CA PRADC1 PTCHD1 R3HDM1 RAB5A RAB7A RAD23B RALA RASD2 RBM44 REV1 RGS12 RHOV RNF180 RNF181 RNF41 S100B SAV1 SCAF1 SCARA3 SCARA5 SEBOX SEMA3C SENP6 SFT2D1 SGIP1 SIK1 SLC12A2 SLC13A3 SLC18A2 SLC35C1 SLC38A10 SLC45A2 SLC5A7 SLC7A9 SLFNL1 SOSTDC1 SRPK1 SUPT6H SZT2 TAF6L TAL2 TBX2 TIMM50 TINAG TMEM115 TMEM176A TMEM258 TMEM98 TPPP3 TPRG1 TTC27 TTI2 TXNL4B UGCG UGT1A1 UNC50 XKRX YIPF3 ZBTB3 ZEB2 ZIC1 ZMIZ1 ZNF121 ZNF287 ZNF730
-2.131662,2.048239,184 proteins up-regualated at 0h in SARS-CoV-2 infected cells from Bouhaddou et al. 2020,ABCB1 ABCF1 ACACA AHNAK AKAP10 APC ARHGAP29 ARHGEF11 ARHGEF12 ARMCX4 ATP2B1 BAG2 BAZ2A BCL10 BCL9L BET1 BYSL C2CD2L CAMSAP1 CBX3 CD2AP CDK13 CDK14 CLASP2 COL15A1 CPSF3 CTSL CWC22 CXADR DCLK1 DDX18 DDX39A DDX54 DKC1 DLG5 DOCK7 DPF2 EEPD1 EFNB1 EIF3B EIF4B EPS8 EVA1A EZR FAM83G FBL FRMD4B FRYL FXR2 GAPVD1 GARS1 GAS2L1 GIT1 GKAP1 GNL3L GPATCH8 H2AX HAVCR1 HDAC7 HIRIP3 HMGA1 HNRNPM HSPB1 IFT43 ITPR3 ITSN1 KAT5 KDM2B KIF13A KRIT1 LAP3 LEO1 LMNA LMNB2 LUZP1 MAGED2 MAP1B MAP3K2 MAP7D1 MATR3 MBD1 MCM7 MDC1 MED14 MPHOSPH10 MTFR1L MYC N4BP1 NADK NCAPD2 NCOA5 NIBAN1 NIPBL NKTR NOP56 NSD3 NSRP1 OSBPL10 OSBPL6 OTUD7B OXSR1 PARD6B PATJ PCBP1 PDLIM7 PEA15 PEAK1 PHIP PHKA1 PHLDB1 PITPNB PLCB3 PLK1 PPM1B PRKCD PRKD2 PRKDC PROSER2 PSMD11 PTK7 PYGL R3HDM1 RALGAPA2 RASAL2 RBL2 RBM15 RBM17 RETREG3 RHBDF2 RIF1 RNF2 RPLP1 RPS28 SAFB SAFB2 SEC22B SERBP1 SETD2 SF3B2 SIK1 SIK1B SLAIN2 SLC18A3 SLC35C2 SMG8 SON SORT1 SRRM1 SRRM2 SRSF1 SRSF12 SRSF7 SRSF9 SSR3 SUDS3 SVIL SYTL4 TBC1D15 TCP11L1 THRAP3 TJAP1 TLN1 TMEM184B TMX1 TP53BP1 TRA2B TRAPPC10 TTC7A UBE4B UBXN7 VPS26B VPS35 WASHC2A WASHC2C WDHD1 WDR13 ZBTB21 ZC3HC1 ZDHHC23 ZMYM3 ZMYND8
-2.598698,4.902787,192 negative hits from CRISPR screen of Heaton et al. in A549-ACE2 cells,ACOX1 ACOX2 ADAMTSL2 AEBP1 AGAP9 ALDOC APOBEC3F ASPDH ASRGL1 ATG13 AVIL B4GALT2 BARD1 BARX2 BPHL BRD3 BRIX1 BTNL8 C1GALT1 CAPN9 CASZ1 CCDC173 CCSER2 CCT6A CEBPZ CEP78 CERS3 CHRNB1 CHST3 CLCC1 CLDN15 CLK2 CMTM1 CNNM3 COQ7 CPEB4 CRYBB3 CYP4B1 CYP4V2 DNAH2 DNAJC3 EIF3B EIF3I ELK3 ELMO2 ESR1 ETV1 FAM204A FATE1 FBXW12 FN3K GADL1 GANC GINS4 GOLGA8O GRIA1 GRP GTF3C5 HAND1 HGFAC HIPK4 HK1 HOXD8 HSD17B3 HSPBAP1 IFT20 IL13RA2 ISOC2 KCNC4 KCTD17 KPNA2 KRT77 KRTAP23-1 LCMT1 LURAP1L MAD2L1BP MCEE METTL14 METTL25 MKS1 MKX MMP19 MT3 MTRNR2L8 MYL12A MYOM2 MYSM1 NSRP1 NTSR1 NUDT4 NUDT8 OR2V2 PAM PANK3 PCDHA9 PF4 PGLYRP2 PLA2G10 PLIN3 POLL POM121 POP5 POTEJ POU3F4 PPP6C PRLHR PRMT1 PRODH2 PRUNE2 PSMD4 PSMD8 PTPN4 PYCR2 RAB3B RAB3GAP1 RAB8A RAD51AP1 RBM26 RBM5 REM1 RHBDF1 RNF115 RNPC3 RPF1 RPL14 RPL23A S100A4 SAG SCGB1D1 SDC2 SENP8 SF3A3 SH3TC2 SHF SIRT3 SKA3 SKAP2 SLC17A6 SLC25A16 SLC25A18 SLC25A40 SLX4 SMAD4 SMC6 SNRPC SP100 SP140 SPA17 SPRED1 SPSB2 ST20-MTHFS STRADA STRBP THEMIS TMEM223 TNPO1 TPH1 TPH2 TRAPPC6A TRHDE TTC4 USB1 USP4 UST VCY1B VPS16 VPS4A WDR74 WDR82 WFDC12 YTHDF1 YY2 ZDHHC15 ZFP69 ZMYM1 ZNF638 ZNF771 ZP2 ZSCAN25
-2.0026903,2.5964406,197 proteins down-regualated at 4h in SARS-CoV-2 infected cells from Bouhaddou et al. 2020,AAK1 ABCC5 ACIN1 AEBP2 AFDN AHNAK AHSG AKAP11 AKAP12 AKR7L ANAPC1 ANKLE2 ANKRD39 ANLN APC ARHGEF12 ARID1B ATL3 ATXN2L AUTS2 BAG3 BAG4 BAZ1A BCLAF1 BMPR2 BRD1 BUB1 CAMSAP1 CBX8 CCDC86 CDC23 CDCA7 CDKN1A CEP170 CHAF1B CHAMP1 CIT CLASP1 CLASP2 CLIP2 CNOT2 CRYBG1 CTNND1 DBN1 DBNL DCAF1 DCP1B DENND4C DEPDC5 DOCK5 DOCK7 EHMT2 EIF4ENIF1 ELAVL1 EMD EP400 EPB41L2 EPS8 FLNC FNDC3B FRMD4A GSK3B HAUS6 HCFC1 HDGFL2 HERC1 HJURP HS1BP3 ID2 IREB2 ITPRID2 JCAD JMJD1C JPT2 JUNB KATNA1 KLC2 KLC4 LARP1 LARP4 LARP4B LMNA LNPK LRCH3 LUZP1 MACF1 MAP1B MAP3K7 MAP7D1 MAPRE3 MEF2A MGA MIA3 MKI67 MTDH MTUS1 MVB12B MYCBP2 NAP1L4 NCAPD2 NCOA1 NCOR1 NCOR2 NEDD4L NEK9 NKTR NOLC1 NPDC1 NPM1 NUCKS1 NUP153 NUP35 NUP98 OPTN OSBPL11 PBK PCM1 PDZD8 PFKFB2 PHF3 PHLDB1 PHRF1 PI4KA PIH1D1 PKP4 PLEKHA5 PLEKHG3 PMS2 PPFIA3 PRKAR2B PRR5 PRRT3 PSIP1 PUM1 RANBP2 RBM17 RECQL4 RELCH REPS1 RGS10 RHBDF2 RIF1 RPS3 RSL1D1 RSRC2 SEC16A SGTA SGTB SHROOM2 SLAIN2 SLC20A1 SLCO4A1 SMAP2 SMTN SNAP23 SOBP SON SPP1 SQSTM1 SRRM1 SRRM2 SRRT SRSF6 STK11IP STMN1 STRIP1 SUB1 SYNC SYNPO TAGLN2 TBC1D4 TBC1D9B TCOF1 THRAP3 TMEM131 TMPO TNFAIP3 TNS1 TNS3 TOP2A TPX2 TRAFD1 UCK2 UCKL1 ULK1 VIM WDR91 WIZ YAP1 YEATS2 ZBTB21 ZC3HAV1 ZEB1 ZFAND3 ZFP36L1
0.65548855,7.3750057,21 Positive hits from CRISPR screen from Hoffmann et al. (PMID 32935098) in Huh-7.5 cells at 37 deg C,ALG5 ALG8 ANAPC5 CSDE1 CSNK2B CUL2 DCAF7 EIF4E2 EMC1 FAM98A HS2ST1 LARP7 MEPCE PRIM1 PSMD4 RAB10 RAB14 RAB2A RHOA
-1.6507014,2.5802882,235 proteins up-regualated in SARS-CoV-2 infected cells from Bouhaddou et al. 2020,ABCF1 ACIN1 AKAP10 AKAP12 ALDH1A1 ANP32D ARHGEF28 ARRB1 ATG2B ATP13A3 BAZ1B BCKDHA BCLAF1 BIVM BOP1 BRAF BRD1 BYSL BZW1 CCDC12 CCNH CCZ1 CCZ1B CD2AP CD2BP2 CDC26 CDH6 CDK12 CDK13 CEBPZ CHD1 CHD3 CPSF3 CTNNA1 CTR9 CYBRD1 DCLK1 DDX18 DDX24 DDX54 DDX55 DKC1 DNMT1 DPF2 DPYSL2 DPYSL3 EEF2 EEPD1 EFR3A EIF2AK4 EIF4G1 EIF5B ELAC2 ERCC5 EZH2 FIP1L1 FNBP1L FRMD6 GARS1 GBF1 GPATCH8 HDAC1 HDAC2 HERC2 HIRIP3 HMGA1 HNRNPA2B1 HNRNPK HNRNPUL1 HSF1 HSP90AB1 HSPB1 HUWE1 IGF2R IWS1 KAT5 KDM2A KDM2B KIAA0930 KIAA1143 KIF1A LARP7 LEO1 LRWD1 MACF1 MADD MAP1B MAP3K2 MATR3 MCM4 MCM7 MDC1 MFAP1 MPHOSPH10 MSI1 MYH9 MYO18A NAP1L4 NCAPG NIBAN1 NMD3 NOP56 NPM1 NUCKS1 NUMA1 NUP214 OGFR OSTF1 OXSR1 PACSIN3 PCBD1 PDCD5 PDCL3 PDS5B PEA15 PGRMC1 PHF6 PHIP PHKA1 PID1 PKM PLEC PLEKHA5 POLR3E PPIA PPIG PPIL4 PPM1B PPP6R3 PRKDC PRPF4B PRPF6 PSMA3 PTK7 PUM2 PYGL R3HDM1 RALGAPA2 RALY RANBP2 RANBP3 RBM15 RBM17 RBM34 RBM8A RCAN1 RCC1 RETREG2 RETREG3 RHBDF2 RNASEH1 RNF2 RPL22L1 RPS28 RRAS2 RREB1 RRP7A RSF1 SAC3D1 SAE1 SAFB SAP30 SCAF1 SEPTIN2 SETD2 SF3B2 SH3KBP1 SKP1 SLC16A1 SLC18A3 SLC4A1AP SLIRP SMG8 SNIP1 SORT1 SPIRE1 SPIRE2 SRF SRRM1 SRRM2 SSB SSRP1 STARD13 STK10 STK24 STK25 STK3 STK4 SUGP1 SUPT6H SURF2 SUV39H2 SUZ12 SYNE2 TAF12 TBC1D14 TFPT THRAP3 TIMELESS TJP1 TKT TLN1 TNFAIP1 TNKS1BP1 TOP2A TP53BP1 TRA2B TRIP12 TXNL1 UBAC1 UBE4B UBXN7 USF1 USP28 USP39 UTP20 VCL VGF VIRMA VPS35 WASHC2A WASHC2C WDHD1 WDR13 WDR55 WDR70 XPC ZBTB21 ZBTB7A ZDHHC23 ZMYM2 ZMYND8
-2.1655335,2.5697167,238 proteins down-regualated  in SARS-CoV-2 infected cells from Bouhaddou et al. 2020,ACIN1 ADD3 AFDN AHNAK AHSG AKAP11 AKAP13 AMBRA1 ANAPC1 ANKLE2 ANKRD39 ANLN APC ARHGEF12 ARID1B ATL3 ATXN2L AUTS2 BAG3 BAG4 BAZ1A BAZ1B BCL9L BMPR2 BRD1 BUB1 C2CD2L CAMSAP1 CBX8 CCDC86 CDC23 CDCA7 CDK13 CDKN1A CDYL CEP170 CEP170B CHAF1B CIT CLASP1 CLASP2 CLIP1 CLIP2 CNOT2 CPD CRTC3 CRYBG1 DBN1 DBNL DCAF1 DENND4C DNTTIP2 DOCK7 DTL DYNC1LI1 EHMT2 EIF4B EIF4ENIF1 ELAVL1 EML4 EP400 EPB41L2 ETV3 FAM53A FAM53C FLNC FMNL3 FNDC3B FRMD4A GEM GSK3B H1-2 H1-3 HABP4 HAUS6 HCFC1 HDGFL2 HECTD1 HERC1 HJURP HNRNPU HS1BP3 ID2 ITPRID2 JCAD JMJD1C JPT2 JUNB KATNA1 KHDRBS1 KIF13B KLC2 LARP1 LARP4 LARP4B LMNA LMNB1 LMNB2 LNPK LRCH3 LUZP1 MACF1 MAP1S MAP2K3 MAP3K7 MAP7D1 MAP7D3 MARCKS MARK2 MEF2A MEPCE MGA MICAL3 MICALL1 MKI67 MTA2 MTDH MTUS1 MVB12B MYCBP2 MYO9B NAP1L4 NCAPD2 NCAPH NCOA1 NCOR1 NCOR2 NEDD4L NEK1 NEK9 NKTR NOLC1 NONO NPM1 NUCKS1 NUFIP2 NUP153 OPTN OSBPL11 PALLD PANK2 PBK PCF11 PCM1 PHLDB1 PHLDB2 PHRF1 PKP4 PLEC PLEKHA5 PLEKHG3 PLK1 PMS2 PNISR POLA2 PPFIA3 PPHLN1 PRRT3 PSIP1 PTPN14 PTPRU PUM1 RALGAPA2 RANBP2 RB1 RBM15 RBM17 REPS1 RGS10 RHBDF2 RIF1 RPA1 RPS6KB1 RRP1B RSL1D1 RUNX1 SEC16A SGTA SGTB SHROOM2 SLAIN2 SLC20A1 SLC4A4 SLCO4A1 SMAP2 SMTN SNAP23 SOBP SON SPP1 SRRM1 SRRM2 SRRT STK11IP STMN1 STRIP1 SURF6 SYNM SYNPO TBC1D1 TBC1D4 TBC1D9B TCOF1 THRAP3 TMEM131 TMPO TNFAIP3 TNS1 TNS3 TOP2A TP53BP1 TPX2 TRAFD1 TRIP12 TSSC4 UBAP2L UCK2 UCKL1 ULK1 VIM WDR91 WIZ YAP1 YEATS2 ZC3H13 ZC3H18 ZC3HAV1 ZC3HC1 ZEB1 ZFAND3 ZFC3H1 ZFP36L1 ZNF609 ZNF638 ZNHIT2
0.66970664,7.501101,26 Negative hits from CRISPR screen from Hoffmann et al. (PMID 32935098) in Huh-7.5 cells at 33 deg C,ACAD9 BCS1L BRD2 CHMP2A CWC27 DCAF7 DNAJC11 DNAJC19 FBL GRPEL1 MIB1 MRPS2 MRPS25 MRPS27 NARS2 NDUFAF1 NDUFB9 PITRM1 PRIM2 SEPSECS SLC30A9 SLC35B1 TARS2 TBCA
