x,y,Name,Genes
7.4875484,-2.23016,12p12.1 microdeletion syndrome ORPHA:313884,ABI2 ADAMTS9 ADCYAP1R1 ADGRB3 ADGRL3 ANK2 ASTN1 ASXL3 CADM1 CADM3 CDO1 CDR1 CHL1 CLVS2 CNTN4 CSRNP3 DCHS2 DENND2A DMD DOK6 DZIP1 EDNRB EPHA3 FABP7 FAM13C FAT3 FREM1 GAP43 GPM6B GRIA1 GRIA2 GRIA3 GRIA4 GUCY1A2 HFM1 IGSF11 JAM2 KALRN KCNN3 KCNT2 LRCH2 LRFN5 LRP1B LRRC4C LRRTM2 LSAMP MAGI2 MAP1B MAPK10 MEGF10 NLGN1 NLGN4X NOL4 NOVA1 NPAS3 NRXN1 NTRK2 PCDH17 PDZRN4 PHYHIPL PLP1 PLPPR4 PMP2 PPFIA2 PREX2 PROX1 PTN PTPRD PTPRZ1 PURG RAB3C RAPGEF4 RELN ROBO2 RUFY3 RUNX1T1 SALL1 SCN2A SEMA6A SEMA6D SLC35F1 SLC6A1 SLITRK2 SOBP SORBS1 SORCS1 SOX5 SOX6 SPARCL1 TCF4 THSD7A TMEM200C TRO TRPM3 TTC28 UNC5C WNK3 ZFHX4 ZNF423 ZNF521
13.267306,7.185182,12q14 microdeletion syndrome ORPHA:94063,ABCE1 ANAPC1 AQR ARHGAP11A ARL5B ASCC3 BCLAF1 CAND1 CASC5 CCNJ CCNT1 CENPI CHML CKAP2 CTDSPL2 DDX21 DESI2 DHX15 DHX9 DIS3 DNA2 E2F7 ECT2 EIF3A ERCC6L FAM208B FANCM G2E3 G3BP1 GSTCD GTF3C4 GXYLT1 HAUS6 HEATR1 HELLS HMGA2 IGF2BP3 INTS2 IREB2 KIAA1524 KIF11 KIF18A KIF20B LEMD3 MCM8 MIB1 MIER3 MMS22L MSH6 MTBP NAA15 NAA25 NCBP1 NUFIP2 NUP107 NUP153 NUP155 NUP205 NUP58 PANK3 PAQR3 PHF6 PPAT PRKCI PRKDC PRPF40A QSER1 RBM12 RBM12B RFWD3 RIF1 RPSAP52 SACS SGO2 SLC39A10 SLC4A7 SMARCA5 SMARCAD1 SMARCC1 STIL SUCO SUPT16H TAF1B TAF2 TEX10 TNPO1 U2SURP UBA6 UTP20 WAPL WDHD1 WDR36 WDR43 WRN XPO1 ZGRF1 ZMYM1 ZNF280C ZNF281 ZNF286A ZNF644
12.462463,5.2506847,12q15q21.1 microdeletion syndrome ORPHA:289513,AQR ARID2 ARID4A ARID4B ARMC8 ASB3 ATAD2B ATF7IP BCLAF1 BRWD1 CCDC66 CCNT2 CDC40 CENPC CEP350 CNOT2 CRBN CTDSPL2 DMTF1 DNTTIP2 ELF2 EPC1 ESCO1 FAM133B FAM204A GABPB1 GPBP1 HAUS3 HELZ ICE2 INO80D INTS6 KDM5A KIN KMT2E KPNA5 KRR1 MCPH1 METTL14 MIER1 MTO1 MYNN NAA16 NEMF NIPBL NPAT ORC4 PAN3 PAPOLG PCF11 PDS5B PGGT1B PHC3 PHF3 PHIP PPHLN1 PPIP5K2 PPP1R12A PTPN2 PUS7L RBM39 RC3H1 RPAP2 RSBN1 RSRC2 SBNO1 SCAF11 SENP6 SENP7 SHPRH SMC5 SREK1 TBC1D32 THOC2 THUMPD1 TPP2 TROVE2 TRPM7 TYW5 USP16 USP8 WAPL XRN1 ZCCHC8 ZMYM5 ZNF131 ZNF207 ZNF26 ZNF268 ZNF292 ZNF430 ZNF431 ZNF451 ZNF480 ZNF493 ZNF644 ZNF675 ZNF708 ZNF720 ZNF765
7.557277,-2.7859101,14q11.2 microduplication syndrome ORPHA:261229,ACTL6B ADCYAP1R1 ADGRA1 ADGRB3 ADGRV1 AMER2 APLP1 ASTN1 ATP2B3 BRINP2 BSN C11ORF87 C1ORF61 CACNA1B CACNG7 CAMKV CASKIN1 CELF5 CERS1 CLVS2 CSPG5 DPF1 DPYSL5 ELAVL2 ELAVL3 EPHA5 ERC2 FMN2 FOXG1 GABBR2 GAD1 GAD2 GAP43 GFAP GRIA2 GRM5 HAPLN2 HPCA INA KCNB2 KCNC1 KCNJ4 KCNQ2 KIF1A KIF5A LHX2 LINC00634 LINGO1 LRRC4B LY6H MAPK8IP2 MMD2 MPPED1 NCAN NEUROD6 NOL4 NOVA1 NPAS3 NR2E1 NXPH1 PAK5 PAX6 PCDH10 POU3F2 POU3F3 PPFIA2 PPM1E PURG REEP2 RFX4 RIPPLY2 RND2 SALL3 SCRT1 SH3GL3 SHISA7 SLC32A1 SLC35F1 SLC8A2 SLITRK1 SLITRK3 SNAP91 SNCB SOX1 SOX2 SOX21 SP9 STMN4 SULT4A1 TBR1 TMEFF2 TMEM151B TMEM179 TMEM59L TUBB2B VAX1 VSTM2B ZCCHC12 ZDHHC22 ZFHX4
12.209845,6.352481,15q11q13 microduplication syndrome ORPHA:238446,AHI1 AKAP11 ALMS1 ANKRD17 ANKRD26 APC APPL1 ATRX BCLAF1 BDP1 BIRC6 BRWD1 CAND1 CASP8AP2 CCDC171 CEP290 CEP350 CEP97 CFAP97 CHD9 CLASP2 CLOCK CTDSPL2 CUL5 DHX36 DMXL1 DNM1L EEA1 ERCC6L2 ESF1 EXOC5 FAM179B FEM1B FER GUF1 HACE1 HBS1L HECTD1 HOMER1 IBTK KIF3A KIF5B KRR1 KTN1 LARP4 LTN1 MATR3 MGA MIB1 MYO9A NAA15 NAA25 NDUFS1 NEK1 NF1 NHLRC2 OPA1 PANK3 PBRM1 PCM1 PHIP PIAS2 PIK3C2A PTPN11 QSER1 RAB3GAP2 RALGAPA1 RANBP2 RB1CC1 RIF1 RSF1 SACS SBNO1 SHPRH SKIV2L2 SLC30A9 SMARCAD1 STRN3 TAOK1 TBL1XR1 TNKS TOP2B TTC21B U2SURP UBE3A UBR1 UBR3 USP37 USP45 USP47 VEZT VPS13A XPO4 ZBTB41 ZMYM4 ZNF451 ZNF638 ZNF644 ZNF678 ZNF770
13.1885805,4.020512,15q13.3 microdeletion syndrome ORPHA:199318,AC156455 ACBD7 AGO3 AP3B2 ASB3 ASTN2 ATCAY ATXN3 BLOC1S6 C12ORF45 C12ORF50 CACNA1A CACNB4 CACNG8 CCDC122 CDH7 CFAP54 CHRFAM7A CHRNA7 CHRNB4 CSPG4P12 CYB5RL DCX DDX25 DPYSL5 DRAXIN FAM221A FAM227A FAM228B FAM57B FGF13 FGFR1OP FLVCR1 FRRS1L FSIP2 GABRB3 GABRG3 GALR1 GPR137C HNRNPA1P54 HTN1 HUNK INTU KCNB1 KCNV1 KCTD19 KIAA1328 KPNA5 LRRTM4 MCF2L2 MEIOC MGAT4C MIPOL1 OPRD1 ORC4 PCDH11X PCDHA4 PCDHA9 PDZD7 POU2F1 PTBP2 PTCHD1 RBFOX3 REXO1L1P RIMS2 RNFT2 RPAP2 SAG SCN3B SHPRH SLC35E3 SLC4A8 SLITRK5 SRRM4 SRSF12 SSTR2 STK33 SUZ12P1 SVOP TBC1D32 TIGD1 TMEM212 UNC80 USP49 WDPCP XKR4 ZBTB8B ZDHHC15 ZKSCAN3 ZNF37BP ZNF382 ZNF385C ZNF445 ZNF483 ZNF519 ZNF70 ZNF713 ZNF774 ZNF793 ZNF8
5.792418,2.3520212,15q14 microdeletion syndrome ORPHA:261190,ADAMTS9 ADCY6 ADGRL2 AGAP1 AMOTL1 AMOTL2 ANK2 ANTXR1 APBB2 ARHGEF12 ARHGEF17 BCAR1 CACNA2D1 CAP2 CDC42BPA CHST3 CSRNP3 CYR61 DAB2IP DCBLD2 DDAH1 DIXDC1 DOCK7 DST DZIP1 EGFR EHBP1 EML1 ENAH EPB41L1 FARP1 FAT1 FAT4 FERMT2 FHOD3 FIGN FKBP9 FLNC FLRT3 GAREM1 GLRB HSPA12A IFT81 ITSN1 KIAA1549 KIAA1549L KIRREL LAMB1 LARP6 LCA5 LIFR LRCH2 LRIG3 LRP4 LRP6 LRRC49 MAGI1 MAP1B MEIS2 MID1 MPDZ MYH10 NAV2 NCKAP1 NFIB NR2F1 NR2F2 NUAK1 OBSL1 PARD3 PARVA PCDH7 PCGF2 PDE10A PLOD2 PPFIBP1 PRICKLE2 PTK2 PTPN21 PTPRG RAI14 RASAL2 RASSF8 RBFOX2 RHOBTB3 RND3 ROBO1 SCARA3 SCHIP1 SLIT2 SMARCA1 ST5 TANC1 TEAD1 TENM3 TJP1 TLN2 TUSC3 UGGT2 WWTR1
10.184183,8.47093,15q24 microdeletion syndrome ORPHA:94065,ADAR ADNP ALMS1 ARID1A ARID2 ASXL2 BAZ2A BCOR BPTF CASP2 CBL CCNT1 CDK12 CHD1 CHD8 CNOT1 CREBBP CTCF CTDSPL2 DCAF1 DIDO1 EIF4B EMSY EP300 EP400 FAM117B FUBP1 GATAD2B GPATCH8 HCFC1 HNRNPA1 HNRNPU HNRNPUL1 IREB2 KANSL1 KAT6A KDM2A KDM2B KDM3B KMT2A KMT2D KNTC1 LATS1 MAML1 MBTD1 MDC1 MED1 MED12 MSH6 MSL2 NUP153 NUP160 PABPC1 PASK PAXIP1 PHF12 PHF8 PLAGL2 POGZ POLR2A POM121 POM121C POU2F1 PRKDC PROSER1 PRPF8 PRRC2C RAD21 RBM12 RFWD3 RFX7 RPRD2 SAP130 SCAF4 SCAF8 SENP1 SETD2 SETD5 SF3A1 SIN3A SMARCC1 SMC1A SMC3 SNRNP200 SON SP1 SPEN SRCAP TAF1 TAF4 TCF20 TET3 TOPBP1 TRRAP UBR5 USP42 YLPM1 ZBTB39 ZKSCAN8 ZNF107
10.563164,8.377139,16p13.2 microdeletion syndrome ORPHA:500055,ACIN1 ADNP AHCTF1 ANAPC1 ANKRD17 AP1G1 BAZ1B BCLAF1 BRD7 CAPRIN1 CDK12 CDV3 CHD4 CHD8 CNOT1 CNOT6 CSNK2A2 CTCF DDX21 DDX3X DDX42 DDX46 DHX15 DHX9 EIF3A FAM208B GSPT1 HNRNPA3 HNRNPD HNRNPH1 HNRNPK HNRNPL HNRNPU HUWE1 ICE1 ILF3 INO80 IREB2 KHDRBS1 KPNB1 LARP1 LRPPRC MDN1 MED14 NUP153 PAPOLA PDS5A PNN POLR2B PPP1CC PPP4R3A PPP6R3 PRPF4B PRPF8 PRRC2C PSME4 PUM2 RALGAPB RANBP2 RBBP6 RBM12 RBM25 RBM26 RBM27 RFX7 SART3 SCAF8 SET SFPQ SKIV2L2 SLTM SMARCA5 SMARCC1 SNRNP200 SON SUPT16H TAF1 TCERG1 TCF20 THRAP3 TLK2 TNRC6A TOP2B TOPBP1 TPR TRIM33 TRIP12 U2SURP UBP1 UBQLN1 UBR5 UBTF USP24 USP34 USP7 WAC WAPL XPO1 YLPM1 YTHDC1
9.719188,9.211609,16q24.3 microdeletion syndrome ORPHA:261250,ACIN1 AHDC1 ANKRD11 AP3D1 ARID1A ATN1 ATXN2L BAZ2A BCL9L BPTF BRD2 BRD4 CABIN1 CDK11B CHERP CIC CIZ1 CMIP CRAMP1 CREBBP CSNK1D DOT1L DVL3 EHMT1 EP400 EPN1 FAM193A FBRSL1 GATAD2A GLTSCR1 GPATCH8 HCFC1 HNRNPUL1 HUWE1 ILF3 INTS1 KHSRP KMT2A KMT2B KMT2D LARP1 LENG8 MARK4 MED15 MGRN1 MLXIP MNT MPRIP NCOA6 NCOR2 NPIPA1 PCNT PHRF1 PIP5K1C PKD1 PKD1P6 PLXNA3 POLR2A POM121 POM121C PRR12 PRRC2A PRRC2B PRRC2C PTPN23 RABL6 RAI1 RERE REXO1 SAFB2 SAMD4B SCAF1 SEC16A SETD1A SETD1B SETD5 SF1 SFSWAP SKI SLX4 SMARCA4 SMARCC2 SPEN SRCAP SRRM1 SRRM2 SUPT6H SYMPK SYNGAP1 TNRC18 TNRC6A UBE2O UBR4 USP36 WIZ YLPM1 ZC3H18 ZC3H4 ZMIZ2 ZNF142
