x,y,Name,Genes
32.417793,-25.305553,acetylation and deacetylation of rela in nucleus,CREBBP NFKBIA RELA HDAC3 EP300 
30.590923,-26.769438,actions of nitric oxide in the heart,GUCY1A3 GUCY1A2 HSP90AA1 NOS3 PDPK1 CAV1 VEGFA GNB1 PIK3R1 PIK3CA PRKAR1B PRKAR1A GNAQ PDE3B PDE3A GUCY2D RYR2 CHRNA1 GUCY2C GUCY1B3 FLT1 GUCY2F CHRM1 GUCY1B2 FLT4 CAMK2B SLC7A1 KNG1 PLN GNGT1 PRKACG PRKAR2B PRKAR2A AKT1 PDE2A KDR BDKRB2 PLCG1 PRKACB PRKG2 TNNI1 PRKG1 
32.047405,-22.979347,activation of camp-dependent protein kinase pka,EDN1 F2 AGT CXCL12 GNB1 PRKAR1B PRKAR1A AGTR2 GNAS CHRM1 PTGER1 ADCY1 CCL11 HTR2C FPR1 ADRB2 ADRA1B GNGT1 EDNRA PRKACG EDNRB CXCR4 PRKAR2B P2RY2 PRKAR2A CCL4 PRKACB CCR5 CCR3 
31.792606,-23.196615,activation of csk by camp-dependent protein kinase inhibits signaling through the t cell receptor,CREBBP EDN1 F2 AGT ZAP70 PTPRC LCK CXCL12 CD4 GNB1 PRKAR1B PRKAR1A AGTR2 HLA-DRA GNAS CD247 HLA-DRB1 CHRM1 TRB TRA PTGER1 ADCY1 CCL11 HTR2C FPR1 ADRB2 CD3G CD3E ADRA1B CD3D GNGT1 EDNRA PRKACG EDNRB CXCR4 PRKAR2B P2RY2 PRKAR2A CCL4 CSK PRKACB CCR5 CCR3 
30.39687,-26.4065,activation of pkc through g-protein coupled receptors,PPP1R14A EDN1 CXCL12 CCL11 GNAQ CCL4 PRKCB F2 PRKCA AGT PLCB1 
31.980452,-24.29432,adp-ribosylation factor,ARFGEF2 GPLD1 RALBP1 COP ARFGEF1 GBF1 ARAP1 ARAP2 ARFGAP3 ARFGAP1 KDELR3 COPA NCF2 KDELR1 ARF1 KDELR2 CLTB CLTA ASAP2 ARHGAP1 ARHGAP6 ARHGAP4 ARHGAP5 CYTH4 CYTH3 ASAP1 CHN1 CYTH2 CYTH1 
30.942247,-24.804897,agrin in postsynaptic differentiation,ITGA1 JUN LAMB3 NRG1 LAMB2 NRG2 NRG3 LAMB1 CDC42 PTK2 ACTA1 SP1 CTTN RAPSN UTRN ARHGEF6 AGRN ARHGEF7 CHRNA1 ITGB1 SRC CHRM1 PXN LAMA3 LAMA2 LAMA5 LAMA4 LAMC1 LAMC3 LAMA1 LAMC2 EGFR PAK2 PAK1 MAPK8 DVL1 MAPK3 PAK7 DAG1 RAC1 MAPK1 MUSK DMD PAK4 PAK3 PAK6 GIT2 
32.811157,-26.96416,akap95 role in mitosis and chromosome dynamics,DDX5 NPY4R H3F3A H3F3B AKAP8 PRKAG1 PPP2R5D PRKACG CCNB1 PRKAR2B PRKAR2A NCAPD2 CDK1 PRKACB 
32.16442,-24.051153,akt signaling pathway,RELA HSP90AA1 CHUK BAD PDPK1 FASLG FOXO4 FOXO3 GH1 PPP2CA FOXO1 NFKBIA GHR CASP9 PIK3R1 PIK3CA AKT1 YWHAH 
32.47843,-24.665554,alk in cardiac myocytes,TGFB1 TGFB3 SMAD5 TGFB2 MEF2C SMAD4 NOG SMAD1 RFC1 TGFBR1 SMAD6 BMP7 TGFBR2 BMP5 BMP4 BMP2 MYL2 BMPR1A ATF2 BMPR2 BMP10 CHRD GATA4 NPPA NPPB MAP3K7 NKX2-5 
30.97133,-26.841043,alternative complement pathway,C8G CFD C5 C6 C7 C9 C8A C8B CFP C3 
31.472982,4.244771,angiotensin ii mediated activation of jnk pathway via pyk2 dependent signaling,MAP2K4 MEF2A MEF2D MAP2K2 MAP3K1 JUN MEF2C MAP2K1 FOS PRKCB PRKCA AGT GNAQ AGTR1 GRB2 RAF1 BCAR1 SOS1 ATF2 SRC SHC1 CAMK2B ELK1 MEF2BNB-MEF2B EGFR CRKL PAK1 MAPK8 MAPK3 PTK2B PLCG1 RAC1 MAPK1 HRAS 
